ID,location,Species,pH,PPO4,TN,HCO3,width,depth,distance,coarsness,velocity,shade
421856_2017,NA,Ranunculus penicillatus,8.2,0.036,2.4,NA,20-30-,30-100,64.71,0.7625,>1.0,No shade
421856_2017,NA,Amblystegium fluviatile,8.2,0.036,2.4,NA,20-30-,30-100,64.71,0.7625,>1.0,No shade
421856_2017,NA,Fontinalis antipyretica,8.2,0.036,2.4,NA,20-30-,30-100,64.71,0.7625,>1.0,No shade
421856_2017,NA,Platyhypnidium riparioides,8.2,0.036,2.4,NA,20-30-,30-100,64.71,0.7625,>1.0,No shade
421856_2017,NA,Caltha palustris,8.2,0.036,2.4,NA,20-30-,30-100,64.71,0.7625,>1.0,No shade
422230_2017,NA,Fontinalis antipyretica,7.68,NA,NA,NA,30-40-,30-100,90.995,0.75,0.3-1.0,Slightly shaded
422230_2017,NA,Ranunculus penicillatus,7.68,NA,NA,NA,30-40-,30-100,90.995,0.75,0.3-1.0,Slightly shaded
422230_2017,NA,Octodiceras fontanum,7.68,NA,NA,NA,30-40-,30-100,90.995,0.75,0.3-1.0,Slightly shaded
422230_2017,NA,Platyhypnidium riparioides,7.68,NA,NA,NA,30-40-,30-100,90.995,0.75,0.3-1.0,Slightly shaded
422230_2017,NA,Ranunculus fluitans,7.68,NA,NA,NA,30-40-,30-100,90.995,0.75,0.3-1.0,Slightly shaded
422502_2017,NA,Potamogeton crispus,8.4,0.065,2.4,NA,30-40-,NA,104.572,0.73125,0.3-1.0,No shade
422502_2017,NA,Elodea nuttallii,8.4,0.065,2.4,NA,30-40-,NA,104.572,0.73125,0.3-1.0,No shade
422502_2017,NA,Fontinalis antipyretica,8.4,0.065,2.4,NA,30-40-,NA,104.572,0.73125,0.3-1.0,No shade
430006_2017,Mountain siliceous,Chiloscyphus polyanthos,7.7,0.016,1.9,NA,2-5,0-30,10.931,0.74375,>1.0,Fully shaded
430006_2017,Mountain siliceous,Fontinalis antipyretica,7.7,0.016,1.9,NA,2-5,0-30,10.931,0.74375,>1.0,Fully shaded
430201_2014,Mountain siliceous,Amblystegium fluviatile,7.78,0.027,2,NA,2-5,0-30,8.52,0.75,0.3-1.0,Slightly shaded
430201_2014,Mountain siliceous,Fontinalis antipyretica,7.78,0.027,2,NA,2-5,0-30,8.52,0.75,0.3-1.0,Slightly shaded
430201_2014,Mountain siliceous,Myosotis scorpioides,7.78,0.027,2,NA,2-5,0-30,8.52,0.75,0.3-1.0,Slightly shaded
430456_2017,NA,Chiloscyphus polyanthos,8.3,0.017,1.4,NA,10-20,0-30,13.01,0.86875,0.3-1.0,Slightly shaded
430456_2017,NA,Fontinalis antipyretica,8.3,0.017,1.4,NA,10-20,0-30,13.01,0.86875,0.3-1.0,Slightly shaded
430559_2017,NA,Chiloscyphus polyanthos,7.7,0.014,1,NA,2-5,0-30,8.747,0.725,0.3-1.0,Slightly shaded
430559_2017,NA,Platyhypnidium riparioides,7.7,0.014,1,NA,2-5,0-30,8.747,0.725,0.3-1.0,Slightly shaded
430559_2017,NA,Fontinalis antipyretica,7.7,0.014,1,NA,2-5,0-30,8.747,0.725,0.3-1.0,Slightly shaded
430559_2017,NA,Butomus umbellatus,7.7,0.014,1,NA,2-5,0-30,8.747,0.725,0.3-1.0,Slightly shaded
430602_2017,NA,Amblystegium fluviatile,7.8,0.013,1.3,NA,1-2,0-30,5.335,0.71875,0.3-1.0,Half shaded
430602_2017,NA,Fontinalis antipyretica,7.8,0.013,1.3,NA,1-2,0-30,5.335,0.71875,0.3-1.0,Half shaded
430808_2017,Mountain siliceous,Chiloscyphus polyanthos,7.8,0.019,1.5,NA,2-5,0-30,12.19,0.76875,0.3-1.0,Fully shaded
430900_2017,Mountain siliceous,Fontinalis antipyretica,7.6,0.015,1.6,NA,2-5,0-30,9.863,0.775,>1.0,Largely shaded
430900_2017,Mountain siliceous,Chiloscyphus polyanthos,7.6,0.015,1.6,NA,2-5,0-30,9.863,0.775,>1.0,Largely shaded
431023_2017,NA,Chiloscyphus polyanthos,7.8,0.01,1.4,NA,2-5,0-30,14.081,0.825,>1.0,Half shaded
431023_2017,NA,Platyhypnidium riparioides,7.8,0.01,1.4,NA,2-5,0-30,14.081,0.825,>1.0,Half shaded
431140_2017,NA,Callitriche platycarpa,7.6,0.011,1.1,NA,2-5,0-30,7.324,0.6625,0.1-0.3,Largely shaded
431163_2017,NA,Platyhypnidium riparioides,7.8,0.017,1.9,NA,2-5,0-30,3.851,0.74375,0.3-1.0,Fully shaded
431163_2017,NA,Amblystegium fluviatile,7.8,0.017,1.9,NA,2-5,0-30,3.851,0.74375,0.3-1.0,Fully shaded
431163_2017,NA,Chiloscyphus polyanthos,7.8,0.017,1.9,NA,2-5,0-30,3.851,0.74375,0.3-1.0,Fully shaded
431187_2017,NA,Platyhypnidium riparioides,8.2,0.01,1.5,NA,2-5,0-30,1.645,0.775,>1.0,Fully shaded
431450_2017,Mountain siliceous,Fontinalis antipyretica,7.7,0.02,2.5,NA,5-10,0-30,13.983,0.6125,0.3-1.0,Fully shaded
431655_2017,Mountain siliceous,Fontinalis antipyretica,7.9,0.023,2,NA,1-2,0-30,3.589,0.65,0.3-1.0,Fully shaded
431801_2016,Mountain siliceous,Fontinalis antipyretica,7.4,0.099,1.9,NA,2-5,30-100,5.822,0.6875,0.3-1.0,Largely shaded
431801_2016,Mountain siliceous,Chiloscyphus polyanthos,7.4,0.099,1.9,NA,2-5,30-100,5.822,0.6875,0.3-1.0,Largely shaded
432003_2016,Mountain siliceous,Amblystegium fluviatile,7.72,0.17,3,NA,5-10,30-100,15.474,0.7925,0.3-1.0,Half shaded
432003_2016,Mountain siliceous,Callitriche brutia,7.72,0.17,3,NA,5-10,30-100,15.474,0.7925,0.3-1.0,Half shaded
432003_2016,Mountain siliceous,Chiloscyphus polyanthos,7.72,0.17,3,NA,5-10,30-100,15.474,0.7925,0.3-1.0,Half shaded
432003_2016,Mountain siliceous,Fontinalis antipyretica,7.72,0.17,3,NA,5-10,30-100,15.474,0.7925,0.3-1.0,Half shaded
432209_2016,Mountain siliceous,Chiloscyphus polyanthos,7.7,0.01,2.3,NA,10-20,30-100,36.212,0.73,0.3-1.0,Slightly shaded
432209_2016,Mountain siliceous,Fontinalis antipyretica,7.7,0.01,2.3,NA,10-20,30-100,36.212,0.73,0.3-1.0,Slightly shaded
432404_2016,NA,Chiloscyphus polyanthos,8.1,0.019,2.5,NA,10-20,30-100,43.904,0.81125,0.3-1.0,Slightly shaded
432404_2016,NA,Fontinalis antipyretica,8.1,0.019,2.5,NA,10-20,30-100,43.904,0.81125,0.3-1.0,Slightly shaded
432404_2016,NA,Ranunculus penicillatus,8.1,0.019,2.5,NA,10-20,30-100,43.904,0.81125,0.3-1.0,Slightly shaded
432404_2016,NA,Platyhypnidium riparioides,8.1,0.019,2.5,NA,10-20,30-100,43.904,0.81125,0.3-1.0,Slightly shaded
432507_2016,NA,Callitriche brutia,7.5,0.064,2,NA,2-5,0-30,7.295,0.48125,0.1-0.3,Largely shaded
432507_2016,NA,Ranunculus peltatus,7.5,0.064,2,NA,2-5,0-30,7.295,0.48125,0.1-0.3,Largely shaded
432600_2016,NA,Fontinalis antipyretica,7.73,0.077,1.9,NA,1-2,30-100,6.799,0.75625,0.3-1.0,Slightly shaded
432600_2016,NA,Amblystegium fluviatile,7.73,0.077,1.9,NA,1-2,30-100,6.799,0.75625,0.3-1.0,Slightly shaded
432702_2016,Mountain siliceous,Fontinalis antipyretica,7.8,0.019,2.5,NA,2-5,0-30,6.744,0.6625,0.3-1.0,Largely shaded
432751_2010,Mountain siliceous,Fontinalis antipyretica,7.7,0.02,2.7,NA,2-5,0-30,8.799,0.83125,0.3-1.0,Fully shaded
432751_2010,Mountain siliceous,Platyhypnidium riparioides,7.7,0.02,2.7,NA,2-5,0-30,8.799,0.83125,0.3-1.0,Fully shaded
432908_2016,NA,Platyhypnidium riparioides,7.95,0.082,2.3,NA,1-2,0-30,7.64,0.76875,0.3-1.0,Largely shaded
432908_2016,NA,Fontinalis antipyretica,7.95,0.082,2.3,NA,1-2,0-30,7.64,0.76875,0.3-1.0,Largely shaded
432908_2016,NA,Amblystegium fluviatile,7.95,0.082,2.3,NA,1-2,0-30,7.64,0.76875,0.3-1.0,Largely shaded
433056_2010,NA,Chiloscyphus polyanthos,7.6,NA,NA,NA,2-5,0-30,5.534,0.725,0.3-1.0,Half shaded
433056_2010,NA,Fontinalis antipyretica,7.6,NA,NA,NA,2-5,0-30,5.534,0.725,0.3-1.0,Half shaded
433056_2010,NA,Platyhypnidium riparioides,7.6,NA,NA,NA,2-5,0-30,5.534,0.725,0.3-1.0,Half shaded
433056_2010,NA,Amblystegium fluviatile,7.6,NA,NA,NA,2-5,0-30,5.534,0.725,0.3-1.0,Half shaded
433408_2016,Mountain siliceous,Chiloscyphus polyanthos,7.8,0.069,2.3,NA,2-5,0-30,13.559,0.8125,0.3-1.0,Largely shaded
433457_2016,NA,Platyhypnidium riparioides,7.97,0.07,2.5,NA,2-5,0-30,7.748,0.75625,0.3-1.0,Largely shaded
433457_2016,NA,Amblystegium fluviatile,7.97,0.07,2.5,NA,2-5,0-30,7.748,0.75625,0.3-1.0,Largely shaded
433457_2016,NA,Fontinalis antipyretica,7.97,0.07,2.5,NA,2-5,0-30,7.748,0.75625,0.3-1.0,Largely shaded
433550_2016,NA,Callitriche brutia,7.84,0.073,4.3,NA,2-5,0-30,3.419,0.66875,0.3-1.0,Half shaded
433550_2016,NA,Amblystegium fluviatile,7.84,0.073,4.3,NA,2-5,0-30,3.419,0.66875,0.3-1.0,Half shaded
433550_2016,NA,Fontinalis antipyretica,7.84,0.073,4.3,NA,2-5,0-30,3.419,0.66875,0.3-1.0,Half shaded
433550_2016,NA,Chiloscyphus polyanthos,7.84,0.073,4.3,NA,2-5,0-30,3.419,0.66875,0.3-1.0,Half shaded
433755_2017,NA,Fontinalis antipyretica,8,0.014,3.7,NA,1-2,0-30,4.879,0.6125,0.3-1.0,Largely shaded
433755_2017,NA,Platyhypnidium riparioides,8,0.014,3.7,NA,1-2,0-30,4.879,0.6125,0.3-1.0,Largely shaded
433901_2017,NA,Fontinalis antipyretica,8,0.084,3.7,NA,5-10,0-30,16.358,0.6625,0.3-1.0,Slightly shaded
433901_2017,NA,Platyhypnidium riparioides,8,0.084,3.7,NA,5-10,0-30,16.358,0.6625,0.3-1.0,Slightly shaded
433901_2017,NA,Ranunculus peltatus,8,0.084,3.7,NA,5-10,0-30,16.358,0.6625,0.3-1.0,Slightly shaded
433901_2017,NA,Veronica beccabunga,8,0.084,3.7,NA,5-10,0-30,16.358,0.6625,0.3-1.0,Slightly shaded
433901_2017,NA,Amblystegium fluviatile,8,0.084,3.7,NA,5-10,0-30,16.358,0.6625,0.3-1.0,Slightly shaded
433901_2017,NA,Callitriche platycarpa,8,0.084,3.7,NA,5-10,0-30,16.358,0.6625,0.3-1.0,Slightly shaded
434024_2017,Mountain siliceous,Fontinalis antipyretica,7.8,0.084,1.4,NA,2-5,0-30,8.369,0.725,0.3-1.0,Fully shaded
434358_2017,NA,Amblystegium fluviatile,8.3,0.2,1.7,NA,1-2,0-30,3.253,0.775,0.3-1.0,Fully shaded
434358_2017,NA,Fontinalis antipyretica,8.3,0.2,1.7,NA,1-2,0-30,3.253,0.775,0.3-1.0,Fully shaded
434358_2017,NA,Platyhypnidium riparioides,8.3,0.2,1.7,NA,1-2,0-30,3.253,0.775,0.3-1.0,Fully shaded
434401_2011,NA,Fontinalis antipyretica,7.7,NA,NA,NA,2-5,0-30,9.185,0.75125,0.3-1.0,Largely shaded
434401_2011,NA,Platyhypnidium riparioides,7.7,NA,NA,NA,2-5,0-30,9.185,0.75125,0.3-1.0,Largely shaded
434735_2017,NA,Amblystegium fluviatile,7.7,0.025,2.7,NA,2-5,0-30,7.501,0.7375,0.3-1.0,Fully shaded
434735_2017,NA,Platyhypnidium riparioides,7.7,0.025,2.7,NA,2-5,0-30,7.501,0.7375,0.3-1.0,Fully shaded
435156_2017,Mountain siliceous,Chiloscyphus polyanthos,8,0.048,2.3,NA,5-10,0-30,16.993,0.8,>1.0,Largely shaded
435156_2017,Mountain siliceous,Amblystegium fluviatile,8,0.048,2.3,NA,5-10,0-30,16.993,0.8,>1.0,Largely shaded
435156_2017,Mountain siliceous,Fontinalis antipyretica,8,0.048,2.3,NA,5-10,0-30,16.993,0.8,>1.0,Largely shaded
435569_2017,NA,Chiloscyphus polyanthos,8.2,0.03,2.2,NA,2-5,0-30,7.785,0.71875,0.3-1.0,Fully shaded
435855_2017,Mountain siliceous,Fontinalis antipyretica,7.5,0.29,5.7,NA,2-5,0-30,8.047,0.75625,>1.0,Largely shaded
435855_2017,Mountain siliceous,Chiloscyphus polyanthos,7.5,0.29,5.7,NA,2-5,0-30,8.047,0.75625,>1.0,Largely shaded
435958_2017,Mountain siliceous,Platyhypnidium riparioides,7.8,0.033,3.9,NA,<1-,0-30,2.196,0.8125,0.3-1.0,Fully shaded
436112_2017,Mountain siliceous,Veronica beccabunga,8.4,0.06,3.4,NA,1-2,0-30,7.625,0.75625,0.3-1.0,Largely shaded
436112_2017,Mountain siliceous,Platyhypnidium riparioides,8.4,0.06,3.4,NA,1-2,0-30,7.625,0.75625,0.3-1.0,Largely shaded
436409_2017,Mountain siliceous,Fontinalis antipyretica,8,0.033,4,NA,2-5,0-30,7.875,0.7125,0.3-1.0,Largely shaded
436409_2017,Mountain siliceous,Veronica beccabunga,8,0.033,4,NA,2-5,0-30,7.875,0.7125,0.3-1.0,Largely shaded
436501_2017,Mountain siliceous,Chiloscyphus polyanthos,8.2,0.054,4.1,NA,2-5,0-30,11.101,0.75625,0.3-1.0,Largely shaded
436501_2017,Mountain siliceous,Platyhypnidium riparioides,8.2,0.054,4.1,NA,2-5,0-30,11.101,0.75625,0.3-1.0,Largely shaded
439952_2016,Mountain siliceous,Platyhypnidium riparioides,7.7,NA,NA,NA,2-5,0-30,1.529,0.775,0.3-1.0,Fully shaded
439952_2016,Mountain siliceous,Amblystegium fluviatile,7.7,NA,NA,NA,2-5,0-30,1.529,0.775,0.3-1.0,Fully shaded
440152_2016,Mountain siliceous,Chiloscyphus polyanthos,7.8,NA,NA,NA,5-10,30-100,8.212,0.76875,0.3-1.0,Fully shaded
440152_2016,Mountain siliceous,Amblystegium fluviatile,7.8,NA,NA,NA,5-10,30-100,8.212,0.76875,0.3-1.0,Fully shaded
440152_2016,Mountain siliceous,Fontinalis antipyretica,7.8,NA,NA,NA,5-10,30-100,8.212,0.76875,0.3-1.0,Fully shaded
440152_2016,Mountain siliceous,Platyhypnidium riparioides,7.8,NA,NA,NA,5-10,30-100,8.212,0.76875,0.3-1.0,Fully shaded
440152_2016,Mountain siliceous,Callitriche brutia,7.8,NA,NA,NA,5-10,30-100,8.212,0.76875,0.3-1.0,Fully shaded
440462_2016,Mountain siliceous,Amblystegium fluviatile,7.96,NA,NA,NA,5-10,30-100,19.474,0.8625,0.3-1.0,Fully shaded
440462_2016,Mountain siliceous,Chiloscyphus polyanthos,7.96,NA,NA,NA,5-10,30-100,19.474,0.8625,0.3-1.0,Fully shaded
440462_2016,Mountain siliceous,Fontinalis antipyretica,7.96,NA,NA,NA,5-10,30-100,19.474,0.8625,0.3-1.0,Fully shaded
440462_2016,Mountain siliceous,Platyhypnidium riparioides,7.96,NA,NA,NA,5-10,30-100,19.474,0.8625,0.3-1.0,Fully shaded
441200_2016,Mountain siliceous,Octodiceras fontanum,8.4,0.16,3.4,NA,20-30-,0-30,49.39,0.8,0.3-1.0,Slightly shaded
441200_2016,Mountain siliceous,Platyhypnidium riparioides,8.4,0.16,3.4,NA,20-30-,0-30,49.39,0.8,0.3-1.0,Slightly shaded
441351_2016,Mountain siliceous,Platyhypnidium riparioides,8.2,NA,NA,NA,1-2,0-30,6.507,0.75,0.3-1.0,Fully shaded
441351_2016,Mountain siliceous,Chiloscyphus polyanthos,8.2,NA,NA,NA,1-2,0-30,6.507,0.75,0.3-1.0,Fully shaded
441351_2016,Mountain siliceous,Amblystegium fluviatile,8.2,NA,NA,NA,1-2,0-30,6.507,0.75,0.3-1.0,Fully shaded
441752_2016,Mountain siliceous,Chiloscyphus polyanthos,7.29,NA,NA,NA,1-2,0-30,1.798,0.625,0.3-1.0,Fully shaded
441806_2016,Mountain siliceous,Chiloscyphus polyanthos,7.4,NA,NA,NA,2-5,0-30,6.634,0.75,0.3-1.0,Largely shaded
441806_2016,Mountain siliceous,Platyhypnidium riparioides,7.4,NA,NA,NA,2-5,0-30,6.634,0.75,0.3-1.0,Largely shaded
441831_2016,Mountain siliceous,Amblystegium fluviatile,7.7,NA,NA,NA,2-5,0-30,5.803,0.8125,0.3-1.0,Fully shaded
441831_2016,Mountain siliceous,Chiloscyphus polyanthos,7.7,NA,NA,NA,2-5,0-30,5.803,0.8125,0.3-1.0,Fully shaded
441831_2016,Mountain siliceous,Fontinalis antipyretica,7.7,NA,NA,NA,2-5,0-30,5.803,0.8125,0.3-1.0,Fully shaded
441831_2016,Mountain siliceous,Platyhypnidium riparioides,7.7,NA,NA,NA,2-5,0-30,5.803,0.8125,0.3-1.0,Fully shaded
441867_2016,Mountain calcareous,Chiloscyphus polyanthos,7.9,NA,NA,NA,2-5,0-30,4.199,0.725,0.3-1.0,Fully shaded
441867_2016,Mountain calcareous,Fontinalis antipyretica,7.9,NA,NA,NA,2-5,0-30,4.199,0.725,0.3-1.0,Fully shaded
441867_2016,Mountain calcareous,Platyhypnidium riparioides,7.9,NA,NA,NA,2-5,0-30,4.199,0.725,0.3-1.0,Fully shaded
441909_2016,NA,Fontinalis antipyretica,7.9,NA,NA,NA,1-2,0-30,4.571,0.8125,0.3-1.0,Fully shaded
441909_2016,NA,Chiloscyphus polyanthos,7.9,NA,NA,NA,1-2,0-30,4.571,0.8125,0.3-1.0,Fully shaded
441909_2016,NA,Platyhypnidium riparioides,7.9,NA,NA,NA,1-2,0-30,4.571,0.8125,0.3-1.0,Fully shaded
442203_2016,Mountain siliceous,Fontinalis antipyretica,7.99,NA,NA,NA,2-5,0-30,8.452,0.59375,0.1-0.3,No shade
442203_2016,Mountain siliceous,Ranunculus peltatus,7.99,NA,NA,NA,2-5,0-30,8.452,0.59375,0.1-0.3,No shade
442501_2016,Mountain siliceous,Chiloscyphus polyanthos,8.01,NA,NA,NA,5-10,0-30,20.478,0.69375,0.3-1.0,Largely shaded
442501_2016,Mountain siliceous,Fontinalis antipyretica,8.01,NA,NA,NA,5-10,0-30,20.478,0.69375,0.3-1.0,Largely shaded
442501_2016,Mountain siliceous,Ranunculus peltatus,8.01,NA,NA,NA,5-10,0-30,20.478,0.69375,0.3-1.0,Largely shaded
442800_2013,Mountain siliceous,Amblystegium fluviatile,7.6,0.05,3.7,NA,5-10,0-30,28.294,0.76875,0.3-1.0,Largely shaded
442800_2013,Mountain siliceous,Platyhypnidium riparioides,7.6,0.05,3.7,NA,5-10,0-30,28.294,0.76875,0.3-1.0,Largely shaded
442896_2014,Mountain siliceous,Callitriche platycarpa,NA,NA,NA,NA,30-40-,>100,75.389,0.7125,0.1-0.3,No shade
442896_2014,Mountain siliceous,Elodea nuttallii,NA,NA,NA,NA,30-40-,>100,75.389,0.7125,0.1-0.3,No shade
442896_2014,Mountain siliceous,Fontinalis antipyretica,NA,NA,NA,NA,30-40-,>100,75.389,0.7125,0.1-0.3,No shade
442896_2014,Mountain siliceous,Potamogeton crispus,NA,NA,NA,NA,30-40-,>100,75.389,0.7125,0.1-0.3,No shade
442896_2014,Mountain siliceous,Ranunculus fluitans,NA,NA,NA,NA,30-40-,>100,75.389,0.7125,0.1-0.3,No shade
442963_2016,Mountain siliceous,Fontinalis antipyretica,8.3,0.029,3.1,NA,10-20,0-30,33.215,0.83125,0.3-1.0,Largely shaded
442963_2016,Mountain siliceous,Ranunculus peltatus,8.3,0.029,3.1,NA,10-20,0-30,33.215,0.83125,0.3-1.0,Largely shaded
443001_2016,Mountain siliceous,Fontinalis antipyretica,8.2,0.12,3.2,NA,10-20,0-30,35.621,0.80625,0.3-1.0,Largely shaded
443001_2016,Mountain siliceous,Chiloscyphus polyanthos,8.2,0.12,3.2,NA,10-20,0-30,35.621,0.80625,0.3-1.0,Largely shaded
443001_2016,Mountain siliceous,Octodiceras fontanum,8.2,0.12,3.2,NA,10-20,0-30,35.621,0.80625,0.3-1.0,Largely shaded
443001_2016,Mountain siliceous,Ranunculus penicillatus,8.2,0.12,3.2,NA,10-20,0-30,35.621,0.80625,0.3-1.0,Largely shaded
443256_2016,Mountain siliceous,Octodiceras fontanum,8.1,NA,NA,NA,10-20,0-30,41.101,0.725,0.3-1.0,Half shaded
443487_2016,NA,Fontinalis antipyretica,7.61,NA,NA,NA,<1-,0-30,3.411,0.6875,0.3-1.0,Fully shaded
443657_2016,NA,Chiloscyphus polyanthos,7.8,NA,NA,NA,2-5,0-30,8.329,0.825,0.3-1.0,Fully shaded
443657_2016,NA,Fontinalis antipyretica,7.8,NA,NA,NA,2-5,0-30,8.329,0.825,0.3-1.0,Fully shaded
443657_2016,NA,Platyhypnidium riparioides,7.8,NA,NA,NA,2-5,0-30,8.329,0.825,0.3-1.0,Fully shaded
443700_2016,Mountain siliceous,Fontinalis antipyretica,7.7,NA,NA,NA,2-5,0-30,11.698,0.825,0.3-1.0,Fully shaded
443700_2016,Mountain siliceous,Platyhypnidium riparioides,7.7,NA,NA,NA,2-5,0-30,11.698,0.825,0.3-1.0,Fully shaded
443785_2016,NA,Fontinalis antipyretica,7.52,NA,NA,NA,2-5,0-30,3.029,0.76875,0.3-1.0,Fully shaded
443785_2016,NA,Amblystegium fluviatile,7.52,NA,NA,NA,2-5,0-30,3.029,0.76875,0.3-1.0,Fully shaded
443785_2016,NA,Chiloscyphus polyanthos,7.52,NA,NA,NA,2-5,0-30,3.029,0.76875,0.3-1.0,Fully shaded
443785_2016,NA,Platyhypnidium riparioides,7.52,NA,NA,NA,2-5,0-30,3.029,0.76875,0.3-1.0,Fully shaded
444005_2016,Mountain siliceous,Amblystegium fluviatile,7.9,NA,NA,NA,2-5,0-30,10.058,0.78125,0.3-1.0,Fully shaded
444005_2016,Mountain siliceous,Chiloscyphus polyanthos,7.9,NA,NA,NA,2-5,0-30,10.058,0.78125,0.3-1.0,Fully shaded
444005_2016,Mountain siliceous,Fontinalis antipyretica,7.9,NA,NA,NA,2-5,0-30,10.058,0.78125,0.3-1.0,Fully shaded
444108_2016,Mountain siliceous,Amblystegium fluviatile,7.9,NA,NA,NA,2-5,0-30,12.271,0.7625,0.3-1.0,Fully shaded
444108_2016,Mountain siliceous,Chiloscyphus polyanthos,7.9,NA,NA,NA,2-5,0-30,12.271,0.7625,0.3-1.0,Fully shaded
444108_2016,Mountain siliceous,Platyhypnidium riparioides,7.9,NA,NA,NA,2-5,0-30,12.271,0.7625,0.3-1.0,Fully shaded
450704_2015,Mountain siliceous,Callitriche brutia,7.2,0.118,2,1.03,5-10,0-30,17.959,0.75625,0.3-1.0,Largely shaded
450704_2015,Mountain siliceous,Fontinalis antipyretica,7.2,0.118,2,1.03,5-10,0-30,17.959,0.75625,0.3-1.0,Largely shaded
451058_2015,Mountain siliceous,Fontinalis antipyretica,7.8,0.143,3.9,1.59,5-10,30-100,24.02,0.825,0.3-1.0,Largely shaded
451058_2015,Mountain siliceous,Platyhypnidium riparioides,7.8,0.143,3.9,1.59,5-10,30-100,24.02,0.825,0.3-1.0,Largely shaded
451400_2015,Mountain siliceous,Fontinalis antipyretica,8.2,0.191,3.7,NA,10-20,30-100,33.634,0.79375,0.3-1.0,Half shaded
451400_2015,Mountain siliceous,Ranunculus penicillatus,8.2,0.191,3.7,NA,10-20,30-100,33.634,0.79375,0.3-1.0,Half shaded
451800_2015,Mountain siliceous,Fontinalis antipyretica,7.8,0.035,1.2,0.82,2-5,0-30,9.584,0.75625,0.3-1.0,Largely shaded
451903_2015,NA,Fontinalis antipyretica,7.4,0.028,1.5,0.67,1-2,0-30,4.505,0.58125,0.3-1.0,Fully shaded
452051_2013,Mountain siliceous,Fontinalis antipyretica,7.33,0.01,0.99,0.37,1-2,0-30,1.433,0.68125,0.3-1.0,Largely shaded
452063_2015,NA,Fontinalis antipyretica,7.4,0.021,1,0.45,1-2,0-30,2.181,0.6625,0.3-1.0,Fully shaded
452403_2015,Mountain siliceous,Fontinalis antipyretica,7.6,0.105,1.7,0.69,1-2,0-30,8.573,0.6675,0.3-1.0,Largely shaded
452804_2015,Mountain siliceous,Ranunculus peltatus,7.5,0.047,1.2,0.77,1-2,30-100,8.086,0.45,0.1-0.3,Largely shaded
452804_2015,Mountain siliceous,Veronica beccabunga,7.5,0.047,1.2,0.77,1-2,30-100,8.086,0.45,0.1-0.3,Largely shaded
452907_2015,Mountain siliceous,Fontinalis antipyretica,7.9,0.082,1.5,1.07,2-5,0-30,13.717,0.65,0.3-1.0,Largely shaded
453377_2016,NA,Chiloscyphus polyanthos,7.94,0.049,2.7,NA,5-10,30-100,16.002,0.825,0.3-1.0,Largely shaded
453377_2016,NA,Platyhypnidium riparioides,7.94,0.049,2.7,NA,5-10,30-100,16.002,0.825,0.3-1.0,Largely shaded
453377_2016,NA,Fontinalis antipyretica,7.94,0.049,2.7,NA,5-10,30-100,16.002,0.825,0.3-1.0,Largely shaded
453407_2015,Mountain siliceous,Fontinalis antipyretica,7.6,0.125,2,2.26,5-10,0-30,16.528,0.7425,0.3-1.0,Half shaded
453407_2015,Mountain siliceous,Platyhypnidium riparioides,7.6,0.125,2,2.26,5-10,0-30,16.528,0.7425,0.3-1.0,Half shaded
453407_2015,Mountain siliceous,Ranunculus penicillatus,7.6,0.125,2,2.26,5-10,0-30,16.528,0.7425,0.3-1.0,Half shaded
453705_2015,Mountain siliceous,Fontinalis antipyretica,7.8,0.136,2,2.08,5-10,30-100,24.126,0.785,0.3-1.0,Largely shaded
453705_2015,Mountain siliceous,Platyhypnidium riparioides,7.8,0.136,2,2.08,5-10,30-100,24.126,0.785,0.3-1.0,Largely shaded
453900_2015,Mountain siliceous,Chiloscyphus polyanthos,7.7,0.075,1.5,0.98,2-5,0-30,6.777,0.7,0.3-1.0,Largely shaded
453900_2015,Mountain siliceous,Fontinalis antipyretica,7.7,0.075,1.5,0.98,2-5,0-30,6.777,0.7,0.3-1.0,Largely shaded
453900_2015,Mountain siliceous,Platyhypnidium riparioides,7.7,0.075,1.5,0.98,2-5,0-30,6.777,0.7,0.3-1.0,Largely shaded
453900_2015,Mountain siliceous,Veronica beccabunga,7.7,0.075,1.5,0.98,2-5,0-30,6.777,0.7,0.3-1.0,Largely shaded
454308_2015,Mountain siliceous,Iris pseudacorus,7.7,0.057,1.7,1,1-2,30-100,4.997,0.36875,0.3-1.0,Slightly shaded
454357_2013,Mountain siliceous,Iris pseudacorus,7.97,0.03,1.3,0.77,1-2,0-30,2.325,0.63125,0.3-1.0,Largely shaded
454370_2015,Mountain siliceous,Callitriche brutia,7.2,0.085,1.7,0.98,1-2,0-30,5.56,0.4875,0.3-1.0,Half shaded
454370_2015,Mountain siliceous,Fontinalis antipyretica,7.2,0.085,1.7,0.98,1-2,0-30,5.56,0.4875,0.3-1.0,Half shaded
454370_2015,Mountain siliceous,Iris pseudacorus,7.2,0.085,1.7,0.98,1-2,0-30,5.56,0.4875,0.3-1.0,Half shaded
454801_2015,Mountain siliceous,Fontinalis antipyretica,7.9,0.04,1.4,1.35,2-5,30-100,9.758,0.58125,0.3-1.0,Largely shaded
455209_2015,Mountain siliceous,Platyhypnidium riparioides,7.6,0.03,1.4,1.41,2-5,0-30,5.834,0.65625,0.3-1.0,Fully shaded
455246_2011,Mountain siliceous,Platyhypnidium riparioides,7.7,0.13,2.22,1.36,1-2,0-30,1.994,0.64375,0.3-1.0,Fully shaded
