Taxon,Parameter,Value,Abundance,Date,Location
Lemna minuta,pH,7.8,1,31/08/2009,NW_317056
Lemna minuta,pH,6.8,3,02/07/2012,NW_316945
Lemna minuta,pH,7.7,1,31/08/2009,NW_317056
Lemna minuta,TP,0.18,1,31/08/2009,NW_317056
Lemna minuta,pH,7.5,1,05/08/2012,NW_315291
Lemna minuta,pH,7,3,02/07/2012,NW_316945
Lemna minuta,pH,7.4,4,13/06/2012,NW_316908
Lemna minuta,pH,8,1,31/08/2009,NW_317056
Lemna minuta,pH,7.7,4,13/06/2012,NW_316908
Lemna minuta,pH,7.6,3,15/08/2012,NW_315321
Lemna minuta,TN,7.47,4,13/06/2012,NW_316908
Lemna minuta,TN,3.76,1,05/07/2010,NW_808143
Lemna minuta,TN,13.8,3,02/07/2012,NW_316945
Lemna minuta,pH,7.2,3,02/07/2012,NW_316945
Lemna minuta,pH,9.6,3,12/09/2010,NW_320201
Lemna minuta,pH,8.1,3,12/09/2010,NW_320201
Lemna minuta,TN,14.4,3,02/07/2012,NW_316945
Lemna minuta,TP,0.14,3,12/09/2010,NW_320201
Lemna trisulca,pH,7.4,2,07/07/2009,NI_92862498
Lemna trisulca,TN,3.13,3,23/08/2010,MV_UHLENB_2
Lemna trisulca,TP,0.08,2,14/08/2008,MV_OSTPEE_9
Lemna trisulca,pH,7.1,3,06/08/2014,ST_2114350
Lemna trisulca,TP,0.05,5,29/08/2008,ST_417820
Lemna trisulca,HCO3,128.1,3,25/07/2011,ST_417745
Lemna trisulca,pH,8,2,14/08/2008,MV_OSTPEE_9
Lemna trisulca,pH,7.3,2,11/08/2011,ST_417760
Lemna trisulca,pH,7.5,2,07/07/2009,NI_92862498
Lemna trisulca,TP,0.14,2,11/08/2011,ST_417760
Lemna trisulca,pH,7.3,1,23/07/2012,NW_320389
Lemna trisulca,TP,0.06,3,06/08/2009,ST_418305
Lemna trisulca,TP,0.15,2,14/08/2008,MV_OSTPEE_9
Lemna trisulca,TN,0.92,3,23/08/2010,MV_UHLENB_2
Lemna trisulca,TP,0.33,3,01/09/2014,ST_411220
Lemna trisulca,HCO3,268.5,4,29/08/2012,ST_417400
Lemna trisulca,pH,7.7,2,14/08/2008,MV_OSTPEE_9
Lemna trisulca,TN,1.49,2,24/08/2010,MV_NEBEL_115
Lemna trisulca,pH,7.4,1,23/07/2012,NW_320389
Lemna trisulca,TP,0.26,1,30/08/2012,ST_417435
Lemna trisulca,TN,1.66,2,24/08/2010,MV_NEBEL_115
Lemna trisulca,pH,7.3,5,29/08/2008,ST_417820
Lemna trisulca,TP,0.15,2,24/08/2010,MV_NEBEL_115
Lemna trisulca,TP,0.08,2,11/08/2011,ST_417760
Lemna trisulca,pH,7.6,2,11/08/2011,ST_417760
Lemna trisulca,TN,1.04,2,24/08/2010,MV_NEBEL_115
Lemna trisulca,pH,7.9,3,01/09/2014,ST_411220
Lemna trisulca,pH,7.7,3,06/08/2009,ST_418305
Lemna trisulca,TP,0.1,3,06/08/2009,ST_418305
Lemna trisulca,TN,3.86,3,23/08/2010,MV_UHLENB_2
Lemna trisulca,TP,0.1,2,24/07/2014,ST_2171055
Lemna trisulca,TN,4.6,1,09/07/2012,NW_514925
Lemna trisulca,pH,8.1,3,06/08/2009,ST_418305
Lemna trisulca,TP,0.16,2,24/08/2010,MV_NEBEL_115
Lemna trisulca,TP,0.13,2,24/08/2010,MV_NEBEL_115
Lemna trisulca,HCO3,110,3,06/08/2014,ST_2114350
Lemna trisulca,TP,0.04,2,14/08/2008,MV_OSTPEE_9
Lemna trisulca,TN,1.47,3,23/08/2010,MV_UHLENB_2
Lemna trisulca,TP,0.03,3,06/08/2014,ST_2114350
Lemna trisulca,pH,7,5,29/08/2008,ST_417820
Lemna trisulca,pH,8,1,11/07/2012,ST_410935
Lemna trisulca,HCO3,250,3,01/09/2014,ST_411220
Lemna trisulca,HCO3,280.7,2,28/08/2009,ST_313589
Lemna trisulca,pH,7.2,1,23/07/2012,NW_320389
Lemna trisulca,pH,7.6,2,07/07/2009,NI_92862498
Lemna trisulca,pH,7.8,1,30/08/2012,ST_417435
Lemna trisulca,TP,0.12,2,24/08/2010,MV_NEBEL_115
Lemna trisulca,TP,0.09,2,24/07/2014,ST_2171055
Lemna trisulca,HCO3,115.9,3,25/07/2011,ST_417745
Lemna trisulca,TN,2.11,3,23/08/2010,MV_UHLENB_2
Lemna trisulca,TP,0.22,1,30/08/2012,ST_417435
Lemna trisulca,HCO3,354,2,26/07/2014,ST_2176010
Lemna trisulca,TP,0.19,2,28/08/2009,ST_313589
Lemna trisulca,TP,0.15,2,24/07/2014,ST_2171055
Lemna trisulca,TN,1.79,3,23/08/2010,MV_UHLENB_2
Lemna trisulca,pH,7.5,5,29/08/2008,ST_417820
Lemna trisulca,TP,0.36,4,22/08/2012,ST_417520
Lemna trisulca,TP,0.21,1,11/07/2012,ST_410935
Lemna trisulca,pH,7.2,2,07/07/2009,NI_92862498
Lemna trisulca,TP,0.1,1,12/07/2012,ST_413175
Lemna trisulca,pH,8.1,2,24/08/2010,MV_NEBEL_115
Lemna trisulca,TP,0.11,5,29/08/2008,ST_417820
Lemna trisulca,TN,2.8,2,26/07/2014,ST_2176010
Lemna trisulca,TN,1,3,06/08/2014,ST_2114350
Lemna trisulca,pH,7.7,2,28/08/2014,ST_414655
Lemna trisulca,TP,0.14,3,01/09/2014,ST_411220
Lemna trisulca,HCO3,207.5,5,05/09/2012,ST_416050
Lemna trisulca,HCO3,238,3,01/09/2014,ST_411220
Lemna trisulca,HCO3,311.2,4,29/08/2012,ST_417400
Lemna trisulca,TP,0.07,3,23/08/2010,ST_419365
Lemna trisulca,pH,7.5,2,13/08/2010,ST_417100
Lemna trisulca,HCO3,170.8,4,24/07/2012,ST_417140
Lemna trisulca,TP,0.06,3,23/08/2010,ST_419365
Lemna trisulca,pH,7.5,2,24/07/2014,ST_2171055
Lemna trisulca,pH,7.6,2,24/07/2014,ST_2171055
Lemna trisulca,TP,0.37,1,11/07/2012,ST_410935
Lemna trisulca,pH,8.4,1,12/07/2012,ST_413175
Lemna trisulca,TN,1.34,2,14/08/2008,MV_TOLLEN_10
Lemna trisulca,TP,0.2,2,28/08/2009,ST_313589
Lemna trisulca,pH,8,1,09/07/2012,NW_514925
Lemna trisulca,TN,2.93,3,23/08/2010,MV_UHLENB_2
Lemna trisulca,TN,0.91,2,26/08/2008,MV_DUVENB_2
Lemna trisulca,TP,0.2,2,28/08/2014,ST_414655
Lemna trisulca,TP,0.07,3,19/08/2009,ST_419351
Lemna trisulca,TN,0.195,3,23/08/2010,ST_419365
Lemna trisulca,TN,2.5,2,28/08/2009,ST_313589
Lemna trisulca,TN,9.02,3,23/08/2010,MV_UHLENB_2
Lemna trisulca,pH,8.2,1,09/07/2012,NW_514925
Lemna trisulca,pH,7.9,1,11/07/2012,ST_410935
Lemna trisulca,TN,1.09,2,14/08/2008,MV_TOLLEN_10
Lemna trisulca,TN,4.14,1,04/07/2010,MV_NEUPEE_1
Lemna trisulca,TN,7.93,2,14/08/2008,MV_OSTPEE_9
Lemna trisulca,TN,1.25,3,23/08/2010,ST_419365
Lemna trisulca,pH,8.2,2,24/08/2010,MV_NEBEL_115
Lemna trisulca,pH,7.8,4,22/08/2012,ST_417520
Lemna trisulca,TP,0.04,1,19/09/2011,NW_612704
Lemna trisulca,HCO3,268.5,2,28/08/2009,ST_313589
Lemna trisulca,TN,1.21,3,25/08/2010,MV_BRENZK_1
Lemna trisulca,TN,10.2,3,23/08/2010,MV_UHLENB_2
Lemna trisulca,TP,0.2,4,29/08/2012,ST_417400
Lemna trisulca,TN,2.14,2,14/08/2008,MV_OSTPEE_9
Lemna trisulca,pH,7.6,4,29/08/2012,ST_417400
Lemna trisulca,pH,7.3,2,13/08/2010,ST_417100
Lemna trisulca,HCO3,219.7,5,05/09/2012,ST_416050
Lemna trisulca,TP,0.09,1,12/07/2014,ST_410452
Lemna trisulca,TP,0.02,1,01/08/2011,NW_311558
Lemna trisulca,TP,0.42,4,22/08/2012,ST_417520
Lemna trisulca,pH,7.4,1,10/09/2011,NW_791842
Lemna trisulca,pH,7.5,2,05/08/2014,ST_2139015
Lemna trisulca,TP,0.06,1,19/09/2011,NW_612704
Lemna trisulca,TP,0.24,4,29/08/2012,ST_417400
Lemna trisulca,TP,0.06,2,05/08/2014,ST_2139015
Lemna trisulca,pH,7.6,4,24/07/2012,ST_417140
Lemna trisulca,TP,0.19,2,26/08/2008,MV_DUVENB_2
Lemna trisulca,TP,0.1,2,12/07/2014,ST_410439
Lemna trisulca,TN,1.18,2,14/08/2008,MV_TOLLEN_10
Lemna trisulca,pH,7.9,4,29/08/2012,ST_417400
Lemna trisulca,pH,7.7,3,13/06/2009,NI_36762106
Lemna trisulca,TN,1.54,3,25/08/2010,MV_BRENZK_1
Lemna trisulca,pH,7.5,1,10/09/2011,NW_791842
Lemna trisulca,pH,7.6,2,05/08/2009,ST_416320
Lemna trisulca,TP,0.28,2,13/08/2010,ST_417100
Lemna trisulca,pH,7.1,1,18/08/2009,ST_410420
Lemna trisulca,TN,1.21,2,24/08/2010,MV_NEBEL_115
Lemna trisulca,pH,7.7,3,25/08/2009,ST_419103
Lemna trisulca,TN,2.73,2,15/09/2010,NW_311820
Lemna trisulca,TN,1,1,10/09/2011,NW_791842
Lemna trisulca,pH,8.2,3,01/09/2014,ST_411220
Lemna trisulca,TN,4.06,2,14/08/2008,MV_OSTPEE_9
Lemna trisulca,TN,1.6,3,13/09/2011,NW_752824
Lemna trisulca,pH,7.5,1,27/08/2012,NI_48992760
Lemna trisulca,TP,0.03,2,31/07/2011,NW_757512
Lemna trisulca,TN,1.11,3,25/08/2010,MV_BRENZK_1
Lemna trisulca,TN,2.16,3,25/08/2010,MV_BRENZK_1
Lemna trisulca,pH,7.8,1,19/09/2011,NW_612704
Lemna trisulca,pH,7.4,2,05/08/2009,ST_416320
Lemna trisulca,TP,0.04,1,10/09/2011,NW_791842
Lemna trisulca,TN,1.47,2,14/08/2008,MV_TOLLEN_10
Lemna trisulca,TN,5.12,2,14/08/2008,MV_TOLLEN_10
Lemna trisulca,pH,7.6,2,28/08/2014,ST_414655
Lemna trisulca,pH,7.7,2,05/08/2009,ST_416320
Lemna trisulca,TN,2.89,2,24/08/2010,MV_NEBEL_115
Lemna trisulca,pH,7.5,3,25/08/2009,ST_419103
Lemna trisulca,TP,0.11,1,10/09/2011,NW_791842
Lemna trisulca,TN,1.1,3,13/09/2011,NW_752824
Lemna trisulca,pH,8.5,1,01/08/2011,NW_311558
Lemna trisulca,pH,7.8,2,12/07/2014,ST_410439
Lemna trisulca,pH,7.5,1,12/07/2014,ST_410452
Lemna trisulca,pH,8.1,1,30/08/2012,ST_417435
Lemna trisulca,TN,1.75,3,25/08/2010,MV_BRENZK_1
Lemna trisulca,TP,0.1,2,05/08/2014,ST_2139015
Lemna trisulca,HCO3,220,2,28/08/2014,ST_414655
Lemna trisulca,TN,1.55,2,14/08/2008,MV_TOLLEN_10
Lemna trisulca,HCO3,231.9,5,05/09/2012,ST_416050
Lemna trisulca,TP,0.15,3,25/08/2009,ST_419103
Lemna trisulca,TP,0.18,2,28/08/2009,ST_313589
Lemna trisulca,TN,1.3,1,10/09/2011,NW_791842
Lemna trisulca,TP,0.21,1,18/08/2009,ST_410420
Lemna trisulca,TN,1.03,2,24/08/2010,MV_NEBEL_115
Lemna trisulca,pH,7.3,2,15/09/2010,NW_311820
Lemna trisulca,pH,7.4,2,15/09/2010,NW_311820
Lemna trisulca,TN,3.3,2,28/08/2009,ST_313589
Lemna trisulca,TP,0.21,2,26/08/2008,MV_DUVENB_2
Lemna trisulca,TP,0.23,2,26/08/2008,MV_DUVENB_2
Lemna trisulca,pH,8.1,2,28/08/2009,ST_313589
Lemna trisulca,TP,0.11,3,23/08/2010,MV_UHLENB_2
Lemna trisulca,TP,0.09,3,23/08/2010,MV_UHLENB_2
Lemna trisulca,pH,8,3,23/08/2010,MV_UHLENB_2
Lemna trisulca,pH,7.9,3,23/08/2010,MV_UHLENB_2
Lemna trisulca,TP,0.17,3,19/08/2009,ST_419351
Lemna trisulca,TP,0.09,2,05/08/2009,ST_416320
Lemna trisulca,TP,0.06,2,02/09/2009,ST_416541
Lemna trisulca,TN,0.93,2,24/08/2010,MV_NEBEL_115
Lemna trisulca,TP,0.08,2,26/07/2014,ST_2176010
Lemna trisulca,TP,0.22,2,15/09/2010,NW_311820
Lemna trisulca,TP,0.07,1,01/08/2011,NW_311558
Lemna trisulca,pH,7.9,1,01/08/2011,NW_311558
Lemna trisulca,pH,7.4,1,27/08/2012,NI_48992760
Lemna trisulca,TN,7.8,1,11/07/2012,ST_410935
Lemna trisulca,pH,8,3,26/07/2012,ST_418152
Lemna trisulca,pH,7.4,2,04/09/2012,ST_415885
Lemna trisulca,TP,0.1,3,23/08/2010,MV_UHLENB_2
Lemna trisulca,TN,2.48,2,14/08/2008,MV_TOLLEN_10
Lemna trisulca,TN,2.55,2,14/08/2008,MV_TOLLEN_10
Lemna trisulca,TP,0.11,2,28/08/2014,ST_414655
Lemna trisulca,pH,7.7,3,23/08/2010,MV_UHLENB_2
Lemna trisulca,HCO3,189.2,2,04/09/2012,ST_415885
Lemna trisulca,pH,7.3,1,11/09/2012,ST_416625
Lemna trisulca,pH,7.5,1,11/09/2012,ST_416625
Lemna trisulca,TN,0.145,3,01/07/2011,ST_413517
Lemna trisulca,TN,4.5,2,28/08/2009,ST_313589
Lemna trisulca,pH,7.7,1,01/08/2011,NW_311558
Lemna trisulca,TN,1.3,3,13/09/2011,NW_752824
Lemna trisulca,HCO3,275,2,28/08/2014,ST_414655
Lemna trisulca,pH,7.5,3,23/08/2010,MV_UHLENB_2
Lemna trisulca,pH,7.9,3,13/06/2009,NI_36762106
Lemna trisulca,TN,4.45,2,16/09/2010,NW_308055
Lemna trisulca,TN,3.04,1,04/07/2010,MV_NEUPEE_1
Lemna trisulca,HCO3,85.4,3,26/07/2012,ST_418152
Lemna trisulca,TN,3.18,2,24/08/2010,MV_NEBEL_115
Lemna trisulca,TN,2.21,2,14/08/2008,MV_OSTPEE_9
Lemna trisulca,TN,3.23,2,14/08/2008,MV_OSTPEE_9
Lemna trisulca,TP,0.15,2,26/08/2008,MV_DUVENB_2
Lemna trisulca,TN,1.4,3,13/09/2011,NW_752824
Lemna trisulca,TN,1.08,3,25/08/2010,MV_BRENZK_1
Lemna trisulca,TP,0.21,2,28/08/2009,ST_313589
Lemna trisulca,TP,0.05,3,23/08/2010,MV_UHLENB_2
Lemna trisulca,TN,6.72,4,21/08/2009,MV_BOLLBA_1
Lemna trisulca,TN,7.82,4,21/08/2009,MV_BOLLBA_1
Lemna trisulca,TP,0.15,3,01/07/2011,ST_413517
Lemna trisulca,pH,7.6,3,01/07/2011,ST_413517
Lemna trisulca,TN,3.01,1,04/07/2010,MV_NEUPEE_1
Lemna trisulca,pH,7.9,1,19/09/2011,NW_612704
Lemna trisulca,pH,7.6,1,22/06/2012,ST_2154005
Lemna trisulca,TP,0.1,2,02/09/2009,ST_416541
Lemna trisulca,HCO3,91.5,3,26/07/2012,ST_418152
Lemna trisulca,pH,7.8,2,26/07/2014,ST_2176010
Lemna trisulca,TN,0.9,3,26/07/2012,ST_418152
Lemna trisulca,TN,1.33,2,14/08/2008,MV_OSTPEE_9
Lemna trisulca,pH,7.5,1,19/07/2012,NW_316052
Lemna trisulca,pH,7.3,1,19/07/2012,NW_316052
Lemna trisulca,pH,7.7,3,26/07/2012,ST_418152
Lemna trisulca,TN,0.89,3,29/08/2009,MV_UECKER_6
Lemna trisulca,TN,1.25,3,29/08/2009,MV_UECKER_6
Lemna trisulca,pH,7.6,2,04/09/2012,ST_415885
Lemna trisulca,pH,7.3,3,13/06/2009,NI_36762106
Lemna trisulca,pH,7.4,2,05/08/2014,ST_2139015
Lemna trisulca,HCO3,159,3,12/07/2014,ST_410422
Lemna trisulca,TP,0.05,1,11/09/2012,ST_416625
Lemna trisulca,TN,1,1,11/09/2012,ST_416625
Lemna trisulca,pH,7.2,1,22/06/2012,ST_2154005
Lemna trisulca,HCO3,256.3,2,28/08/2009,ST_313589
Lemna trisulca,TP,0.04,4,24/07/2012,ST_417140
Lemna trisulca,pH,7.3,4,24/07/2012,ST_417140
Lemna trisulca,pH,7.7,4,12/07/2014,ST_413490
Lemna trisulca,TN,1.5,3,13/09/2011,NW_752824
Lemna trisulca,pH,7.5,3,19/08/2009,ST_419351
Lemna trisulca,pH,8,3,19/08/2009,ST_419351
Lemna trisulca,TN,1.15,3,29/08/2009,MV_UECKER_6
Lemna trisulca,TN,2.1,4,06/09/2006,SN_OBF16080
Lemna trisulca,TN,7.47,4,21/08/2009,MV_BOLLBA_1
Lemna trisulca,pH,8.4,3,01/07/2011,ST_413517
Lemna trisulca,TN,2.23,3,14/08/2008,MV_TOLLEN_3
Lemna trisulca,TN,1.03,2,26/08/2008,MV_DUVENB_2
Lemna trisulca,HCO3,219.7,2,28/08/2009,ST_313589
Lemna trisulca,TN,0.7,3,26/07/2012,ST_418152
Lemna trisulca,TN,1.8,1,30/08/2012,ST_417435
Lemna trisulca,TN,2.4,1,30/08/2012,ST_417435
Lemna trisulca,TP,0.084,1,27/08/2012,NI_48992760
Lemna trisulca,TP,0.08,1,27/08/2012,NI_48992760
Lemna trisulca,TN,5.4,1,11/07/2012,ST_410935
Lemna trisulca,TN,2,3,13/09/2011,NW_752824
Lemna trisulca,HCO3,134,1,19/06/2012,ST_2155022
Lemna trisulca,TN,1.3,2,31/07/2011,NW_757512
Lemna trisulca,HCO3,207.5,2,04/09/2012,ST_415885
Lemna trisulca,pH,8.3,2,28/08/2009,ST_313589
Lemna trisulca,TN,2.9,4,06/09/2006,SN_OBF16080
Lemna trisulca,TN,0.5,5,05/09/2012,ST_416050
Lemna trisulca,TN,3.03,1,25/08/2010,MV_ROTBÄK_1
Lemna trisulca,TN,1.2,5,05/09/2012,ST_416050
Lemna trisulca,HCO3,342,2,24/07/2014,ST_2171055
Lemna trisulca,TN,0.7,1,11/09/2012,ST_416625
Lemna trisulca,TP,0.06,2,13/08/2010,ST_417100
Lemna trisulca,pH,7.1,3,12/07/2014,ST_410422
Lemna trisulca,TP,0.06,4,24/07/2012,ST_417140
Lemna trisulca,TP,0.09,4,12/07/2014,ST_413490
Lemna trisulca,TP,0.08,2,12/07/2014,ST_410439
Lemna trisulca,pH,7.7,2,12/07/2014,ST_410439
Lemna trisulca,TP,0.11,3,26/07/2012,ST_418152
Lemna trisulca,TN,1.9,2,24/07/2014,ST_2171055
Lemna trisulca,TN,1.7,3,13/09/2011,NW_752824
Lemna trisulca,TN,2.7,3,13/09/2011,NW_752824
Lemna trisulca,TP,0.14,2,31/07/2011,NW_757512
Lemna trisulca,TN,1.26,3,25/08/2010,MV_BRENZK_1
Lemna trisulca,TP,0.08,2,04/09/2012,ST_415885
Lemna trisulca,TN,6.09,4,21/08/2009,MV_BOLLBA_1
Lemna trisulca,TN,0.4975,3,01/07/2011,ST_413517
Lemna trisulca,TN,2.12,1,25/08/2010,MV_ROTBÄK_1
Lemna trisulca,TN,0.7,2,05/08/2014,ST_2139015
Lemna trisulca,TN,1.81,3,14/08/2008,MV_TOLLEN_3
Lemna trisulca,TN,2.52,2,26/08/2008,MV_DUVENB_2
Lemna trisulca,HCO3,512.5,4,22/08/2012,ST_417520
Lemna trisulca,TN,2.58,1,23/07/2012,NW_320389
Lemna trisulca,HCO3,140,1,19/06/2012,ST_2155022
Lemna trisulca,TN,1.8,3,13/09/2011,NW_752824
Lemna trisulca,TN,0.9,2,31/07/2011,NW_757512
Lemna trisulca,TN,0.125,2,31/07/2011,NW_757512
Lemna trisulca,TN,0.5,1,19/06/2012,ST_2155022
Lemna trisulca,TN,4.81,2,24/06/2012,NW_613101
Lemna trisulca,TN,3.87,1,25/08/2010,MV_ROTBÄK_1
Lemna trisulca,TP,0.2,3,01/07/2011,ST_413517
Lemna trisulca,TP,0.09,5,05/09/2012,ST_416050
Lemna trisulca,TN,2.76,1,04/07/2010,MV_NEUPEE_1
Lemna trisulca,pH,7.5,1,22/08/2012,ST_417540
Lemna trisulca,HCO3,360,2,24/07/2014,ST_2171055
Lemna trisulca,TN,4.84,2,14/08/2008,MV_OSTPEE_9
Lemna trisulca,pH,7.4,3,08/07/2010,ST_414220
Lemna trisulca,HCO3,128,1,19/06/2012,ST_2155022
Lemna trisulca,TN,0.66,3,29/08/2009,MV_UECKER_6
Lemna trisulca,TN,2,4,06/09/2006,SN_OBF16080
Lemna trisulca,TP,0.12,3,25/08/2009,ST_419103
Lemna trisulca,HCO3,165,3,12/07/2014,ST_410422
Lemna trisulca,pH,7.5,5,05/09/2012,ST_416050
Lemna trisulca,pH,7.2,3,12/07/2014,ST_410422
Lemna trisulca,HCO3,336,2,24/07/2014,ST_2171055
Lemna trisulca,TN,1.9,2,05/08/2014,ST_2139015
Lemna trisulca,pH,7.4,1,19/07/2012,NW_316052
Lemna trisulca,HCO3,463.7,4,22/08/2012,ST_417520
Lemna trisulca,TN,1,2,18/08/2010,MV_HECHTF_1
Lemna trisulca,pH,7.7,3,25/08/2010,MV_BRENZK_1
Lemna trisulca,TP,0.14,3,25/07/2011,ST_417745
Lemna trisulca,TN,0.69,4,29/08/2009,MV_POETTE_1
Lemna trisulca,TN,5.99,1,01/08/2011,NW_311558
Lemna trisulca,pH,7.8,2,10/08/2009,ST_410843
Lemna trisulca,TP,0.16,3,12/07/2014,ST_410422
Lemna trisulca,TN,5.3,2,26/08/2008,MV_DUVENB_2
Lemna trisulca,pH,7.4,2,31/07/2011,NW_757512
Lemna trisulca,TN,2,2,24/07/2014,ST_2171055
Lemna trisulca,TN,2.3,2,24/07/2014,ST_2171055
Lemna trisulca,TN,8.82,1,19/07/2012,NW_316052
Lemna trisulca,TN,1.9,1,23/07/2012,NW_320389
Lemna trisulca,pH,7.3,3,08/07/2010,ST_414220
Lemna trisulca,TP,0.19,3,08/07/2010,ST_414220
Lemna trisulca,TN,0.195,4,23/08/2010,ST_419365
Lemna trisulca,TN,0.7,1,19/06/2012,ST_2155022
Lemna trisulca,TN,0.06,3,07/09/2010,ST_417190
Lemna trisulca,TN,9.7,2,07/07/2009,NI_92862498
Lemna trisulca,TN,2.51,3,14/08/2008,MV_TOLLEN_3
Lemna trisulca,TP,0.51,1,18/08/2009,ST_410420
Lemna trisulca,pH,7.2,1,18/08/2009,ST_410420
Lemna trisulca,TN,3.6,2,07/07/2009,NI_92862498
Lemna trisulca,pH,7.3,3,23/08/2010,ST_419365
Lemna trisulca,TN,1,1,27/08/2012,NI_48992760
Lemna trisulca,pH,8.2,1,04/07/2010,MV_NEUPEE_1
Lemna trisulca,TP,0.1,3,26/07/2012,ST_418152
Lemna trisulca,TN,8.08,1,01/08/2011,NW_311558
Lemna trisulca,pH,7.9,2,31/07/2011,NW_757512
Lemna trisulca,TN,3.62,3,25/08/2010,MV_BRENZK_1
Lemna trisulca,pH,8,2,24/06/2012,NW_613101
Lemna trisulca,HCO3,275,3,11/09/2014,ST_411221
Lemna trisulca,TP,0.12,1,22/08/2012,ST_417540
Lemna trisulca,TP,0.14,1,04/07/2010,MV_NEUPEE_1
Lemna trisulca,pH,7.9,1,04/07/2010,MV_NEUPEE_1
Lemna trisulca,pH,7.2,1,19/07/2012,NW_316052
Lemna trisulca,TN,0.83,2,18/08/2010,MV_HECHTF_1
Lemna trisulca,pH,7.5,1,12/07/2014,ST_418145
Lemna trisulca,HCO3,116,2,05/08/2014,ST_2139015
Lemna trisulca,TN,1.51,3,14/08/2008,MV_TOLLEN_3
Lemna trisulca,TN,3.1,2,07/07/2009,NI_92862498
Lemna trisulca,pH,7.6,5,05/09/2012,ST_416050
Lemna trisulca,pH,7.9,5,05/09/2012,ST_416050
Lemna trisulca,pH,7.4,1,22/08/2012,ST_417540
Lemna trisulca,pH,7,2,03/08/2009,ST_2152030
Lemna trisulca,TP,0.08,3,12/07/2014,ST_410422
Lemna trisulca,HCO3,146.4,1,12/07/2012,ST_413175
Lemna trisulca,TP,0.19,2,10/08/2009,ST_410843
Lemna trisulca,TN,12.2,1,19/07/2012,NW_316052
Lemna trisulca,pH,7.1,4,06/09/2006,SN_OBF16080
Lemna trisulca,TP,0.21,4,06/09/2006,SN_OBF16080
Lemna trisulca,TP,0.06,2,05/08/2009,ST_415800
Lemna trisulca,TN,8.46,1,04/07/2010,MV_NEUPEE_1
Lemna trisulca,HCO3,115.9,2,11/08/2011,ST_417760
Lemna trisulca,TP,0.12,4,06/09/2006,SN_OBF16080
Lemna trisulca,pH,7.4,4,07/08/2011,NW_791830
Lemna trisulca,TP,0.068,1,27/08/2012,NI_48992760
Lemna trisulca,pH,7.7,1,23/05/2011,BY_3195
Lemna trisulca,HCO3,384.4,1,11/07/2012,ST_410935
Lemna trisulca,pH,8,1,23/05/2011,BY_3195
Lemna trisulca,TN,0.75,2,18/08/2010,MV_HECHTF_1
Lemna trisulca,TP,0.1,3,08/07/2010,ST_414220
Lemna trisulca,TN,5.67,1,04/07/2010,MV_NEUPEE_1
Lemna trisulca,TN,0.95,4,29/08/2009,MV_POETTE_1
Lemna trisulca,TN,3,3,13/06/2009,NI_36762106
Lemna trisulca,HCO3,110,4,06/09/2006,SN_OBF16080
Lemna trisulca,pH,7.9,2,24/06/2012,NW_613101
Lemna trisulca,TN,2,3,25/07/2011,ST_417745
Lemna trisulca,TN,1.6,3,25/07/2011,ST_417745
Lemna trisulca,HCO3,213.6,3,07/09/2010,ST_417190
Lemna trisulca,TP,0.04,3,25/08/2010,MV_BRENZK_1
Lemna trisulca,TP,0.15,2,29/08/2009,MV_ROSENH_1
Lemna trisulca,HCO3,305.1,1,30/08/2012,ST_417435
Lemna trisulca,TN,6.8,2,07/07/2009,NI_92862498
Lemna trisulca,TP,0.15,2,10/08/2009,ST_410843
Lemna trisulca,TP,0.06,4,23/08/2010,ST_419365
Lemna trisulca,pH,7.5,4,23/08/2010,ST_419365
Lemna trisulca,pH,6.8,2,03/08/2009,ST_2152030
Lemna trisulca,TP,0.05,3,25/08/2010,MV_BRENZK_1
Lemna trisulca,pH,7.5,2,04/08/2009,ST_415850
Lemna trisulca,TN,12,3,08/07/2010,ST_414220
Lemna trisulca,pH,8,1,23/05/2011,BY_3195
Lemna trisulca,HCO3,165,2,12/07/2014,ST_410439
Lemna trisulca,pH,7.6,2,02/09/2009,ST_416541
Lemna trisulca,TP,0.056,1,20/07/2011,SN_OBF16360
Lemna trisulca,TN,1.25,4,23/08/2010,ST_419365
Lemna trisulca,HCO3,207,2,05/08/2014,ST_2139015
Lemna trisulca,TP,0.08,4,07/08/2011,NW_791830
Lemna trisulca,pH,8,2,31/07/2011,NW_757512
Lemna trisulca,TP,0.06,1,19/06/2012,ST_2155022
Lemna trisulca,HCO3,92,4,06/09/2006,SN_OBF16080
Lemna trisulca,pH,7.5,2,05/08/2009,ST_415800
Lemna trisulca,pH,8,2,29/08/2009,MV_ROSENH_1
Lemna trisulca,TP,0.11,1,12/07/2014,ST_418145
Lemna trisulca,TP,0.3,2,29/08/2009,MV_ROSENH_1
Lemna trisulca,TN,12.3,3,23/08/2010,MV_KLRAND_3
Lemna trisulca,TN,0.97,4,29/08/2009,MV_POETTE_1
Lemna trisulca,HCO3,158.6,4,30/07/2012,ST_410150
Lemna trisulca,pH,6.8,1,22/06/2012,ST_2154005
Lemna trisulca,TP,0.22,1,22/08/2012,ST_417540
Lemna trisulca,TP,0.11,2,03/08/2009,ST_2152030
Lemna trisulca,pH,7.3,4,23/08/2010,ST_419365
Lemna trisulca,TP,0.36,2,29/08/2009,MV_ROSENH_1
Lemna trisulca,pH,7.6,1,23/05/2011,BY_3195
