Code,Species,Depth,Width,Velocity,Alkalinity,NO3,TP,Substrate
LU4012,Elodea canadensis,0.2,16,0.6,NA,NA,NA,"silt, sand and gravel"
LU4012,Ranunculus penicillatus,0.2,16,0.6,NA,NA,NA,"silt, sand and gravel"
DE4020,Potamogeton perfoliatus,NA,8,0.2,NA,3.98,165,"silt, sand and gravel"
LU4013,Fontinalis antipyretica,0.3,10,0.52,NA,NA,NA,"silt, sand and gravel"
IE4109,Fontinalis antipyretica,0.4,6,0.7,5.26166667,1.610833,72.000001,"silt, sand and gravel"
IE4109,Ranunculus penicillatus,0.4,6,0.7,5.26166667,1.610833,72.000001,"silt, sand and gravel"
LT4009,Scirpus lacustris,0.6,9,NA,NA,1.753,86,"silt, sand and gravel"
LT4009,Fontinalis antipyretica,0.6,9,NA,NA,1.753,86,"silt, sand and gravel"
LT4009,Elodea canadensis,0.6,9,NA,NA,1.753,86,"silt, sand and gravel"
IE4112,Lemna trisulca,0.4,12,0.6,5.08457143,1.412222,41.6,"silt, sand and gravel"
IE4112,Fontinalis antipyretica,0.4,12,0.6,5.08457143,1.412222,41.6,"silt, sand and gravel"
IE4114,Scirpus lacustris,0.3,10,0.6,5.36555556,1.074595,93.000002,"silt, sand and gravel"
IE4114,Fontinalis antipyretica,0.3,10,0.6,5.36555556,1.074595,93.000002,"silt, sand and gravel"
IE4114,Myriophyllum spicatum,0.3,10,0.6,5.36555556,1.074595,93.000002,"silt, sand and gravel"
IE4117,Stuckenia pectinata,0.4,25,0.7,5.26928389,1.378694,76.75,"silt, sand and gravel"
IE4117,Lemna minor,0.4,25,0.7,5.26928389,1.378694,76.75,"silt, sand and gravel"
LT4011,Amblystegium riparium,0.5,7,0.44,NA,0.562,42,"silt, sand and gravel"
LT4011,Fontinalis antipyretica,0.5,7,0.44,NA,0.562,42,"silt, sand and gravel"
FR4116,Amblystegium riparium,0.25,7,NA,0.648739,5.71,90,"silt, sand and gravel"
IE4195,Lemna trisulca,0.4,10,0.5,5.41764706,0.2285833,36.333334,"silt, sand and gravel"
IE4200,Fontinalis antipyretica,0.35,15,0.7,0.63828571,0.198,NA,"silt, sand and gravel"
FR4116,Fissidens crassipes,0.25,7,NA,0.648739,5.71,90,"silt, sand and gravel"
FR1007,Potamogeton crispus,NA,NA,NA,NA,2.435778,NA,"silt, sand and gravel"
FR1007,Apium nodiflorum,NA,NA,NA,NA,2.435778,NA,"silt, sand and gravel"
FR1007,Callitriche platycarpa,NA,NA,NA,NA,2.435778,NA,"silt, sand and gravel"
FR1007,Rhynchostegium riparioides,NA,NA,NA,NA,2.435778,NA,"silt, sand and gravel"
IE4143,Fontinalis antipyretica,0.2,57.5,0.7,0.62036364,0.570068,30.888889,"silt, sand and gravel"
IE4143,Ranunculus penicillatus,0.2,57.5,0.7,0.62036364,0.570068,30.888889,"silt, sand and gravel"
IE4143,Equisetum palustre,0.2,57.5,0.7,0.62036364,0.570068,30.888889,"silt, sand and gravel"
IE4144,Potamogeton crispus,0.3,35,0.6,0.48876364,0.4043367,15.571429,"silt, sand and gravel"
IE4144,Equisetum palustre,0.3,35,0.6,0.48876364,0.4043367,15.571429,"silt, sand and gravel"
IE4144,Myriophyllum alterniflorum,0.3,35,0.6,0.48876364,0.4043367,15.571429,"silt, sand and gravel"
IE4144,Elodea canadensis,0.3,35,0.6,0.48876364,0.4043367,15.571429,"silt, sand and gravel"
IE4144,Fontinalis antipyretica,0.3,35,0.6,0.48876364,0.4043367,15.571429,"silt, sand and gravel"
IE4144,Ranunculus penicillatus,0.3,35,0.6,0.48876364,0.4043367,15.571429,"silt, sand and gravel"
IE4145,Ranunculus penicillatus,0.5,19,0.7,2.00716981,1.501446,82.999997,"silt, sand and gravel"
IE4145,Elodea canadensis,0.5,19,0.7,2.00716981,1.501446,82.999997,"silt, sand and gravel"
ST4140,Elodea canadensis,0.310000002,5,NA,NA,0.21,13600,"silt, sand and gravel"
ST4140,Lemna minor,0.310000002,5,NA,NA,0.21,13600,"silt, sand and gravel"
PL4009,Amblystegium riparium,NA,8,0.75,NA,3.18744,NA,"silt, sand and gravel"
ST4140,Stuckenia pectinata,0.310000002,5,NA,NA,0.21,13600,"silt, sand and gravel"
ST4140,Spirodela polyrhiza,0.310000002,5,NA,NA,0.21,13600,"silt, sand and gravel"
ST4140,Berula erecta,0.310000002,5,NA,NA,0.21,13600,"silt, sand and gravel"
ST4142,Lemna minor,0.449999988,9.600000381,NA,NA,9.8,1280,"silt, sand and gravel"
ST4143,Spirodela polyrhiza,0.479999989,9,NA,NA,0.5,360,"silt, sand and gravel"
ST4143,Myosotis scorpioides,0.479999989,9,NA,NA,0.5,360,"silt, sand and gravel"
PL4010,Spirodela polyrhiza,NA,10,NA,NA,4.8697,NA,"silt, sand and gravel"
ST4143,Berula erecta,0.479999989,9,NA,NA,0.5,360,"silt, sand and gravel"
ST4143,Sparganium emersum,0.479999989,9,NA,NA,0.5,360,"silt, sand and gravel"
ST4143,Lemna minor,0.479999989,9,NA,NA,0.5,360,"silt, sand and gravel"
ST4143,Veronica anagallis-aquatica,0.479999989,9,NA,NA,0.5,360,"silt, sand and gravel"
IE4159,Berula erecta,0.65,12,0.6,6.77314286,1.274571,46.409091,"silt, sand and gravel"
IE4159,Sparganium emersum,0.65,12,0.6,6.77314286,1.274571,46.409091,"silt, sand and gravel"
ST4144,Lemna trisulca,0.289999992,4,NA,NA,0.17,680,"silt, sand and gravel"
ST4144,Spirodela polyrhiza,0.289999992,4,NA,NA,0.17,680,"silt, sand and gravel"
LU4042,Stuckenia pectinata,0.75,16,0.35,3.7,21.962,380,"silt, sand and gravel"
LU4042,Callitriche platycarpa,0.75,16,0.35,3.7,21.962,380,"silt, sand and gravel"
LU4042,Glyceria fluitans,0.75,16,0.35,3.7,21.962,380,"silt, sand and gravel"
PL1050,Ceratophyllum demersum,0.7,6,NA,2,NA,290,"silt, sand and gravel"
PL1050,Hydrocharis morsus-ranae,0.7,6,NA,2,NA,290,"silt, sand and gravel"
PL1050,Berula erecta,0.7,6,NA,2,NA,290,"silt, sand and gravel"
LU4054,Potamogeton crispus,0.75,16,0.35,3.7,21.962,380,"silt, sand and gravel"
PL4016,Lemna minor,NA,NA,NA,NA,0.00452,NA,"silt, sand and gravel"
LU4055,Stuckenia pectinata,0.75,10,0.35,3.06,10.44,441,"silt, sand and gravel"
PL1050,Sparganium emersum,0.7,6,NA,2,NA,290,"silt, sand and gravel"
PL1050,Nuphar lutea,0.7,6,NA,2,NA,290,"silt, sand and gravel"
LU4062,Rhynchostegium riparioides,0.3,12,1.5,0.75,27,160,"silt, sand and gravel"
LU4062,Ranunculus fluitans,0.3,12,1.5,0.75,27,160,"silt, sand and gravel"
LU4062,Fontinalis antipyretica,0.3,12,1.5,0.75,27,160,"silt, sand and gravel"
LU4084,Fontinalis squamosa,0.4,30,1,0.52,24.4,120,"silt, sand and gravel"
LU4084,Fontinalis antipyretica,0.4,30,1,0.52,24.4,120,"silt, sand and gravel"
LU4084,Amblystegium fluviatile,0.4,30,1,0.52,24.4,120,"silt, sand and gravel"
LU4084,Rhynchostegium riparioides,0.4,30,1,0.52,24.4,120,"silt, sand and gravel"
LU4094,Amblystegium riparium,0.3,11,1,0.61,31.83,160,"silt, sand and gravel"
LU4094,Fontinalis antipyretica,0.3,11,1,0.61,31.83,160,"silt, sand and gravel"
PL1053,Berula erecta,0.2,3,NA,5,0.226,310,"silt, sand and gravel"
FL4022,Myosotis scorpioides,1.5,6,0.2,NA,NA,NA,"silt, sand and gravel"
FL4022,Glyceria fluitans,1.5,6,0.2,NA,NA,NA,"silt, sand and gravel"
FL4023,Myosotis scorpioides,1.5,6,0.2,NA,NA,NA,"silt, sand and gravel"
FL4024,Myosotis scorpioides,1.5,6,0.2,NA,NA,NA,"silt, sand and gravel"
FL4024,Potamogeton natans,1.5,6,0.2,NA,NA,NA,"silt, sand and gravel"
ST4147,Sparganium emersum,0.419999987,8,NA,NA,0.9,810,"silt, sand and gravel"
ST4147,Spirodela polyrhiza,0.419999987,8,NA,NA,0.9,810,"silt, sand and gravel"
ST4147,Lemna trisulca,0.419999987,8,NA,NA,0.9,810,"silt, sand and gravel"
FL4024,Lemna minor,1.5,6,0.2,NA,NA,NA,"silt, sand and gravel"
FL4025,Myosotis scorpioides,2.5,16.5,0.2,NA,NA,NA,"silt, sand and gravel"
FL4026,Myosotis scorpioides,2.5,16.5,0.2,NA,NA,NA,"silt, sand and gravel"
FL4027,Spirodela polyrhiza,2.5,16.5,0.2,NA,NA,NA,"silt, sand and gravel"
ST4148,Lemna minor,0.610000014,6.5,NA,NA,1.47,210,"silt, sand and gravel"
ST4148,Sparganium emersum,0.610000014,6.5,NA,NA,1.47,210,"silt, sand and gravel"
ST4148,Lemna gibba,0.610000014,6.5,NA,NA,1.47,210,"silt, sand and gravel"
ST4148,Myosotis scorpioides,0.610000014,6.5,NA,NA,1.47,210,"silt, sand and gravel"
ST4148,Veronica anagallis-aquatica,0.610000014,6.5,NA,NA,1.47,210,"silt, sand and gravel"
ST4148,Nuphar lutea,0.610000014,6.5,NA,NA,1.47,210,"silt, sand and gravel"
ST4148,Potamogeton lucens,0.610000014,6.5,NA,NA,1.47,210,"silt, sand and gravel"
ST4149,Spirodela polyrhiza,0.670000017,4.599999905,NA,NA,0.23,270,"silt, sand and gravel"
ST4149,Lemna minor,0.670000017,4.599999905,NA,NA,0.23,270,"silt, sand and gravel"
ST4149,Nuphar lutea,0.670000017,4.599999905,NA,NA,0.23,270,"silt, sand and gravel"
ST4149,Equisetum fluviatile,0.670000017,4.599999905,NA,NA,0.23,270,"silt, sand and gravel"
ST4149,Myosotis scorpioides,0.670000017,4.599999905,NA,NA,0.23,270,"silt, sand and gravel"
ST4149,Potamogeton natans,0.670000017,4.599999905,NA,NA,0.23,270,"silt, sand and gravel"
ST4149,Potamogeton lucens,0.670000017,4.599999905,NA,NA,0.23,270,"silt, sand and gravel"
ST4149,Berula erecta,0.670000017,4.599999905,NA,NA,0.23,270,"silt, sand and gravel"
ST4149,Elodea canadensis,0.670000017,4.599999905,NA,NA,0.23,270,"silt, sand and gravel"
ST4150,Spirodela polyrhiza,0.569999993,4.900000095,NA,NA,1.24,550,"silt, sand and gravel"
ST4150,Elodea canadensis,0.569999993,4.900000095,NA,NA,1.24,550,"silt, sand and gravel"
ST4150,Nuphar lutea,0.569999993,4.900000095,NA,NA,1.24,550,"silt, sand and gravel"
ST4150,Myosotis scorpioides,0.569999993,4.900000095,NA,NA,1.24,550,"silt, sand and gravel"
ST4150,Lemna minor,0.569999993,4.900000095,NA,NA,1.24,550,"silt, sand and gravel"
ST4150,Sagittaria sagittifolia,0.569999993,4.900000095,NA,NA,1.24,550,"silt, sand and gravel"
ST4150,Veronica anagallis-aquatica,0.569999993,4.900000095,NA,NA,1.24,550,"silt, sand and gravel"
ST4150,Lemna gibba,0.569999993,4.900000095,NA,NA,1.24,550,"silt, sand and gravel"
IE4105,Amblystegium riparium,0.35,30,0.7,0.50666667,0.2342857,NA,"silt, sand and gravel"
DE4021,Lemna minor,NA,15,0.2,NA,3.8,145,"silt, sand and gravel"
DE4021,Sparganium emersum,NA,15,0.2,NA,3.8,145,"silt, sand and gravel"
ST4151,Potamogeton natans,0.680000007,10,NA,NA,0.07,300,"silt, sand and gravel"
ST4151,Lemna minor,0.680000007,10,NA,NA,0.07,300,"silt, sand and gravel"
DE4021,Sagittaria sagittifolia,NA,15,0.2,NA,3.8,145,"silt, sand and gravel"
DE4029,Glyceria fluitans,NA,6,0.2,NA,1.99,170,"silt, sand and gravel"
DE4029,Spirodela polyrhiza,NA,6,0.2,NA,1.99,170,"silt, sand and gravel"
FR1005,Callitriche platycarpa,NA,NA,NA,NA,3.50074,NA,"silt, sand and gravel"
FR1005,Potamogeton crispus,NA,NA,NA,NA,3.50074,NA,"silt, sand and gravel"
FR1005,Nuphar lutea,NA,NA,NA,NA,3.50074,NA,"silt, sand and gravel"
FR4113,Myriophyllum alterniflorum,2,20,NA,0.46,4.88,40,"silt, sand and gravel"
FR4113,Potamogeton crispus,2,20,NA,0.46,4.88,40,"silt, sand and gravel"
FR4113,Potamogeton panormitanus,2,20,NA,0.46,4.88,40,"silt, sand and gravel"
FR4113,Myosotis scorpioides,2,20,NA,0.46,4.88,40,"silt, sand and gravel"
ST4152,Glyceria fluitans,0.209999993,8,NA,NA,0.05,260,"silt, sand and gravel"
PL4011,Lemna minor,0.7,8,0.5,NA,2.39058,NA,"silt, sand and gravel"
FR4116,Rhynchostegium riparioides,0.25,7,NA,0.648739,5.71,90,"silt, sand and gravel"
FR4116,Callitriche obtusangula,0.25,7,NA,0.648739,5.71,90,"silt, sand and gravel"
FR4116,Octodiceras fontanum,0.25,7,NA,0.648739,5.71,90,"silt, sand and gravel"
FR1007,Pellia endiviifolia,NA,NA,NA,NA,2.435778,NA,"silt, sand and gravel"
DE4034,Spirodela polyrhiza,NA,4,0.2,NA,0.76,90,"silt, sand and gravel"
DE4034,Sparganium emersum,NA,4,0.2,NA,0.76,90,"silt, sand and gravel"
FR4116,Oenanthe crocata,0.25,7,NA,0.648739,5.71,90,"silt, sand and gravel"
FR4119,Octodiceras fontanum,0.25,18,NA,1.40282878,3.63,210,"silt, sand and gravel"
DE4035,Sagittaria sagittifolia,NA,18,0.01,NA,6.08,150,"silt, sand and gravel"
DE4035,Stuckenia pectinata,NA,18,0.01,NA,6.08,150,"silt, sand and gravel"
DE4035,Berula erecta,NA,18,0.01,NA,6.08,150,"silt, sand and gravel"
ST4094,Fontinalis antipyretica,0.400000006,7,NA,NA,9.644454,470.4775,"silt, sand and gravel"
ST4094,Veronica beccabunga,0.400000006,7,NA,NA,9.644454,470.4775,"silt, sand and gravel"
PL4009,Veronica anagallis-aquatica,NA,8,0.75,NA,3.18744,NA,"silt, sand and gravel"
PL4009,Equisetum fluviatile,NA,8,0.75,NA,3.18744,NA,"silt, sand and gravel"
IE4033,Scirpus lacustris,0.3,10,0.6,4.31935484,2.237742,NA,"silt, sand and gravel"
PL4009,Glyceria fluitans,NA,8,0.75,NA,3.18744,NA,"silt, sand and gravel"
PL4009,Lemna minor,NA,8,0.75,NA,3.18744,NA,"silt, sand and gravel"
PL4009,Veronica beccabunga,NA,8,0.75,NA,3.18744,NA,"silt, sand and gravel"
PL4009,Fontinalis antipyretica,NA,8,0.75,NA,3.18744,NA,"silt, sand and gravel"
PL4009,Myosotis scorpioides,NA,8,0.75,NA,3.18744,NA,"silt, sand and gravel"
PL4009,Elodea canadensis,NA,8,0.75,NA,3.18744,NA,"silt, sand and gravel"
PL4010,Elodea canadensis,NA,10,NA,NA,4.8697,NA,"silt, sand and gravel"
LU4003,Fontinalis antipyretica,0.4,15,0.2,NA,NA,NA,"silt, sand and gravel"
PL4010,Myosotis scorpioides,NA,10,NA,NA,4.8697,NA,"silt, sand and gravel"
PL4010,Equisetum palustre,NA,10,NA,NA,4.8697,NA,"silt, sand and gravel"
PL4010,Sparganium emersum,NA,10,NA,NA,4.8697,NA,"silt, sand and gravel"
PL4010,Lemna minor,NA,10,NA,NA,4.8697,NA,"silt, sand and gravel"
PL4010,Nasturtium officinale,NA,10,NA,NA,4.8697,NA,"silt, sand and gravel"
PL4010,Equisetum fluviatile,NA,10,NA,NA,4.8697,NA,"silt, sand and gravel"
PL4010,Fontinalis antipyretica,NA,10,NA,NA,4.8697,NA,"silt, sand and gravel"
PL4011,Nuphar lutea,0.7,8,0.5,NA,2.39058,NA,"silt, sand and gravel"
PL4011,Veronica anagallis-aquatica,0.7,8,0.5,NA,2.39058,NA,"silt, sand and gravel"
PL4056,Elodea canadensis,0.7,5,NA,3.1,0.226,1020,"silt, sand and gravel"
PL4056,Potamogeton crispus,0.7,5,NA,3.1,0.226,1020,"silt, sand and gravel"
FR4127,Myosotis scorpioides,0.7,8,NA,4.940397,5.5,120,"silt, sand and gravel"
PL4011,Myosotis scorpioides,0.7,8,0.5,NA,2.39058,NA,"silt, sand and gravel"
PL4016,Veronica anagallis-aquatica,NA,NA,NA,NA,0.00452,NA,"silt, sand and gravel"
PL4016,Lemna trisulca,NA,NA,NA,NA,0.00452,NA,"silt, sand and gravel"
PL4016,Potamogeton alpinus,NA,NA,NA,NA,0.00452,NA,"silt, sand and gravel"
ST4145,Equisetum fluviatile,0.379999995,7,NA,NA,0.2,340,"silt, sand and gravel"
PL4016,Fontinalis antipyretica,NA,NA,NA,NA,0.00452,NA,"silt, sand and gravel"
PL4016,Myosotis scorpioides,NA,NA,NA,NA,0.00452,NA,"silt, sand and gravel"
ST4157,Elodea canadensis,0.409999996,3.400000095,NA,NA,0.29,230,"silt, sand and gravel"
IE4247,Fontinalis antipyretica,0.1,9,0.6,4.05230508,1.819714,218.499996,"silt, sand and gravel"
IE4247,Scirpus lacustris,0.1,9,0.6,4.05230508,1.819714,218.499996,"silt, sand and gravel"
IE4247,Nasturtium officinale,0.1,9,0.6,4.05230508,1.819714,218.499996,"silt, sand and gravel"
IE4247,Ranunculus penicillatus,0.1,9,0.6,4.05230508,1.819714,218.499996,"silt, sand and gravel"
IE4252,Ranunculus penicillatus,0.3,16,0.7,3.16941176,2.228571,NA,"silt, sand and gravel"
IE4252,Fontinalis antipyretica,0.3,16,0.7,3.16941176,2.228571,NA,"silt, sand and gravel"
ST4159,Potamogeton alpinus,0.200000003,8,NA,NA,NA,185,"silt, sand and gravel"
PL4017,Spirodela polyrhiza,NA,NA,NA,NA,0.2147,NA,"silt, sand and gravel"
FR4130,Myriophyllum spicatum,0.25,20,NA,3.343501,1.42,90,"silt, sand and gravel"
FR4130,Ceratophyllum demersum,0.25,20,NA,3.343501,1.42,90,"silt, sand and gravel"
FR4130,Fontinalis antipyretica,0.25,20,NA,3.343501,1.42,90,"silt, sand and gravel"
PL4054,Lemna trisulca,0.5,3.5,NA,4.29866667,0.452,247.333333,"silt, sand and gravel"
PL4054,Lemna minor,0.5,3.5,NA,4.29866667,0.452,247.333333,"silt, sand and gravel"
PL4054,Nuphar lutea,0.5,3.5,NA,4.29866667,0.452,247.333333,"silt, sand and gravel"
PL4054,Elodea canadensis,0.5,3.5,NA,4.29866667,0.452,247.333333,"silt, sand and gravel"
PL4054,Veronica anagallis-aquatica,0.5,3.5,NA,4.29866667,0.452,247.333333,"silt, sand and gravel"
PL4054,Equisetum fluviatile,0.5,3.5,NA,4.29866667,0.452,247.333333,"silt, sand and gravel"
PL4055,Myriophyllum spicatum,0.6,4.5,NA,2.2,0.226,270,"silt, sand and gravel"
ST4161,Veronica beccabunga,0.300000012,6,NA,NA,NA,233,"silt, sand and gravel"
ST4161,Scirpus lacustris,0.300000012,6,NA,NA,NA,233,"silt, sand and gravel"
ST4161,Elodea canadensis,0.300000012,6,NA,NA,NA,233,"silt, sand and gravel"
ST4161,Lemna trisulca,0.300000012,6,NA,NA,NA,233,"silt, sand and gravel"
ST4161,Sagittaria sagittifolia,0.300000012,6,NA,NA,NA,233,"silt, sand and gravel"
ST4161,Stuckenia pectinata,0.300000012,6,NA,NA,NA,233,"silt, sand and gravel"
ST4161,Veronica anagallis-aquatica,0.300000012,6,NA,NA,NA,233,"silt, sand and gravel"
ST4161,Fontinalis antipyretica,0.300000012,6,NA,NA,NA,233,"silt, sand and gravel"
IE4195,Sparganium emersum,0.4,10,0.5,5.41764706,0.2285833,36.333334,"silt, sand and gravel"
PL4056,Lemna trisulca,0.7,5,NA,3.1,0.226,1020,"silt, sand and gravel"
PL4056,Lemna minor,0.7,5,NA,3.1,0.226,1020,"silt, sand and gravel"
PL4056,Hydrocharis morsus-ranae,0.7,5,NA,3.1,0.226,1020,"silt, sand and gravel"
PL4056,Sparganium emersum,0.7,5,NA,3.1,0.226,1020,"silt, sand and gravel"
PL4056,Berula erecta,0.7,5,NA,3.1,0.226,1020,"silt, sand and gravel"
PL4056,Stuckenia pectinata,0.7,5,NA,3.1,0.226,1020,"silt, sand and gravel"
PL4057,Elodea canadensis,0.8,10,NA,2.7,0.226,460,"silt, sand and gravel"
ST4163,Sparganium emersum,0.280000001,8,NA,NA,NA,156,"silt, sand and gravel"
ST4163,Ranunculus trichophyllus,0.280000001,8,NA,NA,NA,156,"silt, sand and gravel"
ST4163,Lemna trisulca,0.280000001,8,NA,NA,NA,156,"silt, sand and gravel"
ST4163,Myriophyllum spicatum,0.280000001,8,NA,NA,NA,156,"silt, sand and gravel"
PL4057,Myosotis scorpioides,0.8,10,NA,2.7,0.226,460,"silt, sand and gravel"
PL4057,Spirodela polyrhiza,0.8,10,NA,2.7,0.226,460,"silt, sand and gravel"
PL4057,Equisetum palustre,0.8,10,NA,2.7,0.226,460,"silt, sand and gravel"
WL1004,Fissidens crassipes,0.3,3.3,0.7,9.904,9.7394,NA,"silt, sand and gravel"
IE4105,Rhynchostegium riparioides,0.35,30,0.7,0.50666667,0.2342857,NA,"silt, sand and gravel"
PL4057,Veronica anagallis-aquatica,0.8,10,NA,2.7,0.226,460,"silt, sand and gravel"
PL4057,Ceratophyllum demersum,0.8,10,NA,2.7,0.226,460,"silt, sand and gravel"
ST4150,Lemna trisulca,0.569999993,4.900000095,NA,NA,1.24,550,"silt, sand and gravel"
IE4105,Cinclidotus fontinaloides,0.35,30,0.7,0.50666667,0.2342857,NA,"silt, sand and gravel"
IE4105,Myriophyllum alterniflorum,0.35,30,0.7,0.50666667,0.2342857,NA,"silt, sand and gravel"
ST4014,Amblystegium riparium,0.349999994,8,0.22,NA,NA,220,"silt, sand and gravel"
ST4014,Fontinalis antipyretica,0.349999994,8,0.22,NA,NA,220,"silt, sand and gravel"
LT4009,Sagittaria sagittifolia,0.6,9,NA,NA,1.753,86,"silt, sand and gravel"
ST4151,Berula erecta,0.680000007,10,NA,NA,0.07,300,"silt, sand and gravel"
ST4151,Elodea canadensis,0.680000007,10,NA,NA,0.07,300,"silt, sand and gravel"
ST4151,Equisetum fluviatile,0.680000007,10,NA,NA,0.07,300,"silt, sand and gravel"
LT4009,Nuphar lutea,0.6,9,NA,NA,1.753,86,"silt, sand and gravel"
LT4009,Sparganium emersum,0.6,9,NA,NA,1.753,86,"silt, sand and gravel"
LT4009,Lemna minor,0.6,9,NA,NA,1.753,86,"silt, sand and gravel"
LT4010,Potamogeton perfoliatus,0.8,16,0.33,NA,0.14,190,"silt, sand and gravel"
LT4010,Nuphar lutea,0.8,16,0.33,NA,0.14,190,"silt, sand and gravel"
LT4010,Myriophyllum spicatum,0.8,16,0.33,NA,0.14,190,"silt, sand and gravel"
LT4010,Potamogeton natans,0.8,16,0.33,NA,0.14,190,"silt, sand and gravel"
LT4010,Fontinalis antipyretica,0.8,16,0.33,NA,0.14,190,"silt, sand and gravel"
ST4152,Lemna minor,0.209999993,8,NA,NA,0.05,260,"silt, sand and gravel"
LU4004,Fontinalis antipyretica,0.35,20,0.67,NA,NA,NA,"silt, sand and gravel"
LT4005,Berula erecta,0.9,7,0.28,NA,0.35,20,"silt, sand and gravel"
LU4005,Amblystegium riparium,0.25,11,0.5,NA,NA,NA,"silt, sand and gravel"
LV4002,Nuphar lutea,NA,NA,NA,NA,0.76,143,"silt, sand and gravel"
ST4152,Equisetum fluviatile,0.209999993,8,NA,NA,0.05,260,"silt, sand and gravel"
ST4152,Spirodela polyrhiza,0.209999993,8,NA,NA,0.05,260,"silt, sand and gravel"
ST4152,Hydrocharis morsus-ranae,0.209999993,8,NA,NA,0.05,260,"silt, sand and gravel"
ST4152,Myosotis scorpioides,0.209999993,8,NA,NA,0.05,260,"silt, sand and gravel"
FR4116,Fontinalis antipyretica,0.25,7,NA,0.648739,5.71,90,"silt, sand and gravel"
IE4030,Fontinalis antipyretica,0.2,25,0.6,2.74857143,0.4873684,33.5,"silt, sand and gravel"
DE4202,Glyceria fluitans,NA,10,NA,3,NA,NA,"silt, sand and gravel"
DE4202,Sparganium emersum,NA,10,NA,3,NA,NA,"silt, sand and gravel"
DE4202,Nuphar lutea,NA,10,NA,3,NA,NA,"silt, sand and gravel"
DE4202,Potamogeton lucens,NA,10,NA,3,NA,NA,"silt, sand and gravel"
DE4202,Elodea nuttallii,NA,10,NA,3,NA,NA,"silt, sand and gravel"
DE4202,Amblystegium riparium,NA,10,NA,3,NA,NA,"silt, sand and gravel"
DE4202,Lemna minor,NA,10,NA,3,NA,NA,"silt, sand and gravel"
DE4202,Spirodela polyrhiza,NA,10,NA,3,NA,NA,"silt, sand and gravel"
IE4033,Nuphar lutea,0.3,10,0.6,4.31935484,2.237742,NA,"silt, sand and gravel"
IE4033,Fontinalis antipyretica,0.3,10,0.6,4.31935484,2.237742,NA,"silt, sand and gravel"
IE4145,Fontinalis antipyretica,0.5,19,0.7,2.00716981,1.501446,82.999997,"silt, sand and gravel"
IE4145,Potamogeton crispus,0.5,19,0.7,2.00716981,1.501446,82.999997,"silt, sand and gravel"
IE4151,Myosotis scorpioides,0.2,27.5,0.7,0.40707143,0.8198129,NA,"silt, sand and gravel"
IE4151,Myriophyllum alterniflorum,0.2,27.5,0.7,0.40707143,0.8198129,NA,"silt, sand and gravel"
LU4002,Fontinalis antipyretica,0.25,10,0.58,NA,NA,NA,"silt, sand and gravel"
LU4003,Elodea canadensis,0.4,15,0.2,NA,NA,NA,"silt, sand and gravel"
FR4122,Berula erecta,0.1,16,NA,1.247575,3.95,110,"silt, sand and gravel"
LU4003,Ranunculus penicillatus,0.4,15,0.2,NA,NA,NA,"silt, sand and gravel"
LU4003,Callitriche platycarpa,0.4,15,0.2,NA,NA,NA,"silt, sand and gravel"
LU4003,Lemna minor,0.4,15,0.2,NA,NA,NA,"silt, sand and gravel"
LU4004,Lemna minor,0.35,20,0.67,NA,NA,NA,"silt, sand and gravel"
LU4004,Ranunculus penicillatus,0.35,20,0.67,NA,NA,NA,"silt, sand and gravel"
LU4004,Apium nodiflorum,0.35,20,0.67,NA,NA,NA,"silt, sand and gravel"
LT4005,Fontinalis antipyretica,0.9,7,0.28,NA,0.35,20,"silt, sand and gravel"
FR4123,Potamogeton nodosus,0.25,19,NA,1.32520189,0.76,100,"silt, sand and gravel"
LT4005,Potamogeton alpinus,0.9,7,0.28,NA,0.35,20,"silt, sand and gravel"
LV4002,Scirpus lacustris,NA,NA,NA,NA,0.76,143,"silt, sand and gravel"
IE4053,Fontinalis antipyretica,0.25,10,0.5,5.57387755,3.71101,239.999995,"silt, sand and gravel"
IE4054,Chiloscyphus polyanthos,0.4,35,0.6,0.70466667,0.213,24,"silt, sand and gravel"
ST4144,Nuphar lutea,0.289999992,4,NA,NA,0.17,680,"silt, sand and gravel"
ST4144,Potamogeton crispus,0.289999992,4,NA,NA,0.17,680,"silt, sand and gravel"
ST4157,Lemna minor,0.409999996,3.400000095,NA,NA,0.29,230,"silt, sand and gravel"
ST4145,Berula erecta,0.379999995,7,NA,NA,0.2,340,"silt, sand and gravel"
ST4145,Fontinalis antipyretica,0.379999995,7,NA,NA,0.2,340,"silt, sand and gravel"
ST4145,Myosotis scorpioides,0.379999995,7,NA,NA,0.2,340,"silt, sand and gravel"
IE4055,Ranunculus penicillatus,0.45,13,0.6,4.18285714,1.071379,120.333331,"silt, sand and gravel"
DE4207,Sparganium emersum,NA,12,NA,5.2,NA,NA,"silt, sand and gravel"
DE4207,Ranunculus fluitans,NA,12,NA,5.2,NA,NA,"silt, sand and gravel"
DE4207,Ranunculus peltatus,NA,12,NA,5.2,NA,NA,"silt, sand and gravel"
DE4208,Polygonum amphibium,NA,4,NA,3.6,NA,NA,"silt, sand and gravel"
DE4208,Potamogeton natans,NA,4,NA,3.6,NA,NA,"silt, sand and gravel"
DE4208,Amblystegium riparium,NA,4,NA,3.6,NA,NA,"silt, sand and gravel"
DE4208,Stuckenia pectinata,NA,4,NA,3.6,NA,NA,"silt, sand and gravel"
