ID,Species,Abundance,Date,Cl,EC,Fe,GH,HCO3,NNH4,NNO2,NNO3,pH,PPO4,SO4,Temp,TN,TOC,Location,mittlere_breite_opt,mittlere_tiefevop_opt,beschattung_opt,fliessgeschw_opt,ks_steinpflaster_tog,ks_steinschuett_tog,ks_rasenkammerst_tog,ks_steinstickung_tog,ks_beton_tog,argyllal_dg,psammal_dg,akal_dg,mikrolithal_dg,mesolithal_dg,makrolithal_dg,megalithal_dg,substrat_organisch_torf,elevation,distance_to_source,gefaelle
515401_2015,Myriophyllum spicatum,4,07/17/15,231,1320,0.12,NA,NA,0.078,0.04,4.48,8.2,0.178,85,23.5,4.8,4.3,NA,5,3,1,4,FALSE,TRUE,FALSE,FALSE,FALSE,NA,10,15,10,10,30,25,NA,47.93,143.142,NA
515401_2015,Potamogeton crispus,1,07/17/15,231,1320,0.12,NA,NA,0.078,0.04,4.48,8.2,0.178,85,23.5,4.8,4.3,NA,5,3,1,4,FALSE,TRUE,FALSE,FALSE,FALSE,NA,10,15,10,10,30,25,NA,47.93,143.142,NA
515401_2015,Sparganium emersum,1,07/17/15,231,1320,0.12,NA,NA,0.078,0.04,4.48,8.2,0.178,85,23.5,4.8,4.3,NA,5,3,1,4,FALSE,TRUE,FALSE,FALSE,FALSE,NA,10,15,10,10,30,25,NA,47.93,143.142,NA
515401_2015,Sparganium erectum,3,07/17/15,231,1320,0.12,NA,NA,0.078,0.04,4.48,8.2,0.178,85,23.5,4.8,4.3,NA,5,3,1,4,FALSE,TRUE,FALSE,FALSE,FALSE,NA,10,15,10,10,30,25,NA,47.93,143.142,NA
515401_2015,Stuckenia pectinata,4,07/17/15,231,1320,0.12,NA,NA,0.078,0.04,4.48,8.2,0.178,85,23.5,4.8,4.3,NA,5,3,1,4,FALSE,TRUE,FALSE,FALSE,FALSE,NA,10,15,10,10,30,25,NA,47.93,143.142,NA
515607_2015,Ceratophyllum demersum,1,07/17/15,136,1270,0.22,NA,NA,0.12,0.059,4.38,8.06,0.255,73,22.7,4.9,7,Lowland,5,3,1,4,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,90,10,NA,34.13,161.768,NA
515607_2015,Elodea nuttallii,3,07/17/15,136,1270,0.22,NA,NA,0.12,0.059,4.38,8.06,0.255,73,22.7,4.9,7,Lowland,5,3,1,4,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,90,10,NA,34.13,161.768,NA
515607_2015,Fontinalis antipyretica,3,07/17/15,136,1270,0.22,NA,NA,0.12,0.059,4.38,8.06,0.255,73,22.7,4.9,7,Lowland,5,3,1,4,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,90,10,NA,34.13,161.768,NA
515607_2015,Lemna minor,2,07/17/15,136,1270,0.22,NA,NA,0.12,0.059,4.38,8.06,0.255,73,22.7,4.9,7,Lowland,5,3,1,4,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,90,10,NA,34.13,161.768,NA
515607_2015,Sparganium emersum,1,07/17/15,136,1270,0.22,NA,NA,0.12,0.059,4.38,8.06,0.255,73,22.7,4.9,7,Lowland,5,3,1,4,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,90,10,NA,34.13,161.768,NA
515802_2015,Elodea nuttallii,3,07/16/15,NA,1265,NA,NA,NA,NA,NA,NA,8.07,NA,NA,15.9,NA,NA,Lowland,6,3,1,4,FALSE,TRUE,FALSE,TRUE,FALSE,NA,80,NA,NA,NA,20,NA,NA,30.20000076,172.88,NA
515802_2015,Potamogeton nodosus,2,07/16/15,NA,1265,NA,NA,NA,NA,NA,NA,8.07,NA,NA,15.9,NA,NA,Lowland,6,3,1,4,FALSE,TRUE,FALSE,TRUE,FALSE,NA,80,NA,NA,NA,20,NA,NA,30.20000076,172.88,NA
515802_2015,Ceratophyllum demersum,3,07/16/15,NA,1265,NA,NA,NA,NA,NA,NA,8.07,NA,NA,15.9,NA,NA,Lowland,6,3,1,4,FALSE,TRUE,FALSE,TRUE,FALSE,NA,80,NA,NA,NA,20,NA,NA,30.20000076,172.88,NA
515802_2015,Stuckenia pectinata,2,07/16/15,NA,1265,NA,NA,NA,NA,NA,NA,8.07,NA,NA,15.9,NA,NA,Lowland,6,3,1,4,FALSE,TRUE,FALSE,TRUE,FALSE,NA,80,NA,NA,NA,20,NA,NA,30.20000076,172.88,NA
516004_2015,Lemna minor,3,07/16/15,483,2290,0.21,NA,NA,0.19,0.025,3.52,8.03,0.149,106,21.7,4.1,5,Lowland,5,3,1,4,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,20,80,NA,NA,38.69,178.586,NA
516004_2015,Myriophyllum spicatum,4,07/16/15,483,2290,0.21,NA,NA,0.19,0.025,3.52,8.03,0.149,106,21.7,4.1,5,Lowland,5,3,1,4,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,20,80,NA,NA,38.69,178.586,NA
516004_2015,Spirodela polyrhiza,2,07/16/15,483,2290,0.21,NA,NA,0.19,0.025,3.52,8.03,0.149,106,21.7,4.1,5,Lowland,5,3,1,4,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,20,80,NA,NA,38.69,178.586,NA
516107_2015,Fontinalis antipyretica,2,07/17/15,338,2020,0.16,NA,NA,0.076,0.024,3.77,8.1,0.182,91,23,4,4.2,Lowland,5,3,1,4,FALSE,TRUE,FALSE,FALSE,FALSE,NA,25,5,10,10,50,NA,NA,26.44,182.944,NA
516107_2015,Lemna minor,1,07/17/15,338,2020,0.16,NA,NA,0.076,0.024,3.77,8.1,0.182,91,23,4,4.2,Lowland,5,3,1,4,FALSE,TRUE,FALSE,FALSE,FALSE,NA,25,5,10,10,50,NA,NA,26.44,182.944,NA
516107_2015,Myriophyllum spicatum,2,07/17/15,338,2020,0.16,NA,NA,0.076,0.024,3.77,8.1,0.182,91,23,4,4.2,Lowland,5,3,1,4,FALSE,TRUE,FALSE,FALSE,FALSE,NA,25,5,10,10,50,NA,NA,26.44,182.944,NA
516107_2015,Potamogeton crispus,1,07/17/15,338,2020,0.16,NA,NA,0.076,0.024,3.77,8.1,0.182,91,23,4,4.2,Lowland,5,3,1,4,FALSE,TRUE,FALSE,FALSE,FALSE,NA,25,5,10,10,50,NA,NA,26.44,182.944,NA
516107_2015,Stuckenia pectinata,2,07/17/15,338,2020,0.16,NA,NA,0.076,0.024,3.77,8.1,0.182,91,23,4,4.2,Lowland,5,3,1,4,FALSE,TRUE,FALSE,FALSE,FALSE,NA,25,5,10,10,50,NA,NA,26.44,182.944,NA
516200_2015,Elodea canadensis,2,07/10/15,244,1885,0.53,NA,NA,0.21,0.043,3.23,8.07,0.26,85,21.3,3.4,6.5,Lowland,6,3,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,NA,30,60,NA,NA,NA,25.81,186.77,NA
516200_2015,Elodea nuttallii,3,07/10/15,244,1885,0.53,NA,NA,0.21,0.043,3.23,8.07,0.26,85,21.3,3.4,6.5,Lowland,6,3,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,NA,30,60,NA,NA,NA,25.81,186.77,NA
516200_2015,Lemna minor,3,07/10/15,244,1885,0.53,NA,NA,0.21,0.043,3.23,8.07,0.26,85,21.3,3.4,6.5,Lowland,6,3,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,NA,30,60,NA,NA,NA,25.81,186.77,NA
516200_2015,Myriophyllum spicatum,3,07/10/15,244,1885,0.53,NA,NA,0.21,0.043,3.23,8.07,0.26,85,21.3,3.4,6.5,Lowland,6,3,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,NA,30,60,NA,NA,NA,25.81,186.77,NA
516200_2015,Sparganium emersum,2,07/10/15,244,1885,0.53,NA,NA,0.21,0.043,3.23,8.07,0.26,85,21.3,3.4,6.5,Lowland,6,3,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,NA,30,60,NA,NA,NA,25.81,186.77,NA
516405_2015,Fontinalis antipyretica,1,07/07/15,347,1779,0.22,NA,NA,0.13,0.025,3.25,8.1,0.153,103,24.1,3.8,4.5,Lowland,5,3,1,4,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,35,55,NA,10,19.1,205.485,NA
516405_2015,Lemna minor,2,07/07/15,347,1779,0.22,NA,NA,0.13,0.025,3.25,8.1,0.153,103,24.1,3.8,4.5,Lowland,5,3,1,4,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,35,55,NA,10,19.1,205.485,NA
516405_2015,Spirodela polyrhiza,1,07/07/15,347,1779,0.22,NA,NA,0.13,0.025,3.25,8.1,0.153,103,24.1,3.8,4.5,Lowland,5,3,1,4,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,35,55,NA,10,19.1,205.485,NA
517604_2017,Myosotis scorpioides,1,07/19/17,110,980,0.27,NA,NA,0.05,0.04,5.9,8.4,0.16,57,23.1,6.7,3.1,NA,4,2,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,30,20,5,40,5,NA,NA,NA,63.86,39.753,NA
517604_2017,Callitriche obtusangula,4,07/19/17,110,980,0.27,NA,NA,0.05,0.04,5.9,8.4,0.16,57,23.1,6.7,3.1,NA,4,2,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,30,20,5,40,5,NA,NA,NA,63.86,39.753,NA
517604_2017,Lemna minor,1,07/19/17,110,980,0.27,NA,NA,0.05,0.04,5.9,8.4,0.16,57,23.1,6.7,3.1,NA,4,2,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,30,20,5,40,5,NA,NA,NA,63.86,39.753,NA
517604_2017,Ceratophyllum demersum,1,07/19/17,110,980,0.27,NA,NA,0.05,0.04,5.9,8.4,0.16,57,23.1,6.7,3.1,NA,4,2,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,30,20,5,40,5,NA,NA,NA,63.86,39.753,NA
517604_2017,Elodea canadensis,1,07/19/17,110,980,0.27,NA,NA,0.05,0.04,5.9,8.4,0.16,57,23.1,6.7,3.1,NA,4,2,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,30,20,5,40,5,NA,NA,NA,63.86,39.753,NA
517604_2017,Myriophyllum spicatum,4,07/19/17,110,980,0.27,NA,NA,0.05,0.04,5.9,8.4,0.16,57,23.1,6.7,3.1,NA,4,2,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,30,20,5,40,5,NA,NA,NA,63.86,39.753,NA
517604_2017,Potamogeton crispus,1,07/19/17,110,980,0.27,NA,NA,0.05,0.04,5.9,8.4,0.16,57,23.1,6.7,3.1,NA,4,2,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,30,20,5,40,5,NA,NA,NA,63.86,39.753,NA
517604_2017,Sparganium emersum,3,07/19/17,110,980,0.27,NA,NA,0.05,0.04,5.9,8.4,0.16,57,23.1,6.7,3.1,NA,4,2,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,30,20,5,40,5,NA,NA,NA,63.86,39.753,NA
517604_2017,Spirodela polyrhiza,1,07/19/17,110,980,0.27,NA,NA,0.05,0.04,5.9,8.4,0.16,57,23.1,6.7,3.1,NA,4,2,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,30,20,5,40,5,NA,NA,NA,63.86,39.753,NA
517604_2017,Zannichellia palustris,1,07/19/17,110,980,0.27,NA,NA,0.05,0.04,5.9,8.4,0.16,57,23.1,6.7,3.1,NA,4,2,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,30,20,5,40,5,NA,NA,NA,63.86,39.753,NA
519601_2013,Platyhypnidium riparioides,3,07/24/13,31,630,0.55,NA,NA,0.05,0.02,1.45,8,0.025,102,13.7,1.2,1.7,Mountain,3,0,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,NA,20,NA,NA,30,50,NA,NA,94.12,9.14,NA
519856_2013,Iris pseudacorus,1,07/24/13,32,740,0.62,NA,NA,0.05,0.02,1.36,8,0.026,151,15,1.3,2.1,Mountain,2,1,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,NA,NA,NA,90,NA,NA,106.36,11.119,NA
519856_2013,Platyhypnidium riparioides,3,07/24/13,32,740,0.62,NA,NA,0.05,0.02,1.36,8,0.026,151,15,1.3,2.1,Mountain,2,1,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,NA,NA,NA,90,NA,NA,106.36,11.119,NA
521000_2017,Berula erecta,1,06/06/17,90,940,2.8,NA,NA,0.23,0.12,1.2,7.9,0.27,120,20.9,2.6,10.9,Lowland,2,1,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,100,NA,NA,NA,NA,NA,NA,60.98,5.484000118,NA
521000_2017,Callitriche platycarpa,1,06/06/17,90,940,2.8,NA,NA,0.23,0.12,1.2,7.9,0.27,120,20.9,2.6,10.9,Lowland,2,1,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,100,NA,NA,NA,NA,NA,NA,60.98,5.484000118,NA
521000_2017,Potamogeton crispus,1,06/06/17,90,940,2.8,NA,NA,0.23,0.12,1.2,7.9,0.27,120,20.9,2.6,10.9,Lowland,2,1,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,100,NA,NA,NA,NA,NA,NA,60.98,5.484000118,NA
521401_2017,Phragmites australis,1,06/06/17,39,673,0.37,NA,NA,0.09,0.05,0.63,7.6,0.46,40,16.9,1.1,6.6,Lowland,2,2,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,100,NA,NA,NA,NA,NA,NA,64.84,11.058,NA
521401_2017,Callitriche platycarpa,4,06/06/17,39,673,0.37,NA,NA,0.09,0.05,0.63,7.6,0.46,40,16.9,1.1,6.6,Lowland,2,2,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,100,NA,NA,NA,NA,NA,NA,64.84,11.058,NA
521401_2017,Callitriche platycarpa,2,06/06/17,39,673,0.37,NA,NA,0.09,0.05,0.63,7.6,0.46,40,16.9,1.1,6.6,Lowland,2,2,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,100,NA,NA,NA,NA,NA,NA,64.84,11.058,NA
533312_2016,Glyceria fluitans,2,09/30/16,NA,632,NA,NA,NA,NA,NA,NA,7.59,NA,NA,14.6,NA,NA,NA,2,1,1,4,FALSE,TRUE,FALSE,FALSE,FALSE,10,30,NA,20,35,5,NA,NA,94.4,NA,NA
533312_2016,Veronica beccabunga,3,09/30/16,NA,632,NA,NA,NA,NA,NA,NA,7.59,NA,NA,14.6,NA,NA,NA,2,1,1,4,FALSE,TRUE,FALSE,FALSE,FALSE,10,30,NA,20,35,5,NA,NA,94.4,NA,NA
533324_2016,Veronica beccabunga,2,09/28/16,NA,962,NA,NA,NA,NA,NA,NA,7.77,NA,NA,13.9,NA,NA,NA,3,1,1,2,FALSE,TRUE,FALSE,TRUE,FALSE,NA,25,NA,35,40,NA,NA,NA,99.83,9.383,NA
533324_2016,Callitriche platycarpa,3,09/28/16,NA,962,NA,NA,NA,NA,NA,NA,7.77,NA,NA,13.9,NA,NA,NA,3,1,1,2,FALSE,TRUE,FALSE,TRUE,FALSE,NA,25,NA,35,40,NA,NA,NA,99.83,9.383,NA
533324_2016,Potamogeton berchtoldii,1,09/28/16,NA,962,NA,NA,NA,NA,NA,NA,7.77,NA,NA,13.9,NA,NA,NA,3,1,1,2,FALSE,TRUE,FALSE,TRUE,FALSE,NA,25,NA,35,40,NA,NA,NA,99.83,9.383,NA
533324_2016,Typha latifolia,1,09/28/16,NA,962,NA,NA,NA,NA,NA,NA,7.77,NA,NA,13.9,NA,NA,NA,3,1,1,2,FALSE,TRUE,FALSE,TRUE,FALSE,NA,25,NA,35,40,NA,NA,NA,99.83,9.383,NA
533336_2016,Callitriche platycarpa,2,09/28/16,NA,984,NA,NA,NA,NA,NA,NA,7.88,NA,NA,12.9,NA,NA,NA,3,1,5,2,FALSE,TRUE,FALSE,FALSE,FALSE,NA,10,NA,15,75,NA,NA,NA,96.29,8.732,NA
533336_2016,Sparganium emersum,1,09/28/16,NA,984,NA,NA,NA,NA,NA,NA,7.88,NA,NA,12.9,NA,NA,NA,3,1,5,2,FALSE,TRUE,FALSE,FALSE,FALSE,NA,10,NA,15,75,NA,NA,NA,96.29,8.732,NA
533506_2013,Lemna minor,1,07/22/13,55,570,0.26,NA,NA,0.05,0.02,2.4,7.7,0.054,85,16.2,2.4,2.8,Mountain,2,1,1,3,FALSE,TRUE,FALSE,FALSE,FALSE,NA,20,NA,10,50,NA,NA,20,105.9499969,4.058,NA
533506_2013,Sparganium erectum,2,07/22/13,55,570,0.26,NA,NA,0.05,0.02,2.4,7.7,0.054,85,16.2,2.4,2.8,Mountain,2,1,1,3,FALSE,TRUE,FALSE,FALSE,FALSE,NA,20,NA,10,50,NA,NA,20,105.9499969,4.058,NA
533701_2010,Callitriche stagnalis,2,07/14/10,74.1,570,0.16,1.8,NA,0.1,0.03,3.2,7.8,0.04,74.2,15.4,4.1,4.4,Mountain,1,1,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,5,40,NA,35,10,10,NA,NA,93.33,3.147,6.070000172
533701_2010,Sparganium erectum,3,07/14/10,74.1,570,0.16,1.8,NA,0.1,0.03,3.2,7.8,0.04,74.2,15.4,4.1,4.4,Mountain,1,1,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,5,40,NA,35,10,10,NA,NA,93.33,3.147,6.070000172
533701_2010,Sparganium erectum,1,07/14/10,74.1,570,0.16,1.8,NA,0.1,0.03,3.2,7.8,0.04,74.2,15.4,4.1,4.4,Mountain,1,1,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,5,40,NA,35,10,10,NA,NA,93.33,3.147,6.070000172
533713_2013,Platyhypnidium riparioides,1,07/22/13,78.9,580,0.25,NA,NA,0.05,0.02,2.07,7.8,0.041,81,16.8,2,3.1,NA,2,1,5,2,FALSE,TRUE,FALSE,FALSE,FALSE,NA,20,10,10,30,5,NA,25,97.64,2.515,NA
533713_2013,Veronica beccabunga,2,07/22/13,78.9,580,0.25,NA,NA,0.05,0.02,2.07,7.8,0.041,81,16.8,2,3.1,NA,2,1,5,2,FALSE,TRUE,FALSE,FALSE,FALSE,NA,20,10,10,30,5,NA,25,97.64,2.515,NA
540006_2015,Platyhypnidium riparioides,3,08/14/15,NA,803,NA,NA,NA,NA,NA,NA,7.98,NA,NA,21.2,NA,NA,NA,2,1,5,3,FALSE,TRUE,FALSE,FALSE,FALSE,5,NA,5,20,40,20,NA,10,63.62,6.568,3.130000114
540201_2015,Platyhypnidium riparioides,3,08/21/15,NA,796,NA,NA,NA,NA,NA,NA,8.08,NA,NA,16.3,NA,NA,Lowland,3,1,5,4,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,5,10,10,75,NA,53.79,7.345999981,0.233999997
540407_2015,Berula erecta,1,08/21/15,NA,701,NA,NA,NA,NA,NA,NA,7.88,NA,NA,17.8,NA,NA,Lowland,3,1,2,3,FALSE,TRUE,FALSE,FALSE,FALSE,5,30,NA,5,50,5,NA,5,64.48,5.467999954,NA
540407_2015,Callitriche platycarpa,3,08/21/15,NA,701,NA,NA,NA,NA,NA,NA,7.88,NA,NA,17.8,NA,NA,Lowland,3,1,2,3,FALSE,TRUE,FALSE,FALSE,FALSE,5,30,NA,5,50,5,NA,5,64.48,5.467999954,NA
540407_2015,Potamogeton berchtoldii,3,08/21/15,NA,701,NA,NA,NA,NA,NA,NA,7.88,NA,NA,17.8,NA,NA,Lowland,3,1,2,3,FALSE,TRUE,FALSE,FALSE,FALSE,5,30,NA,5,50,5,NA,5,64.48,5.467999954,NA
540602_2015,Potamogeton crispus,2,08/27/15,NA,810,NA,NA,NA,NA,NA,NA,7.99,NA,NA,17.8,NA,NA,NA,3,1,4,3,FALSE,TRUE,FALSE,FALSE,FALSE,5,80,NA,NA,10,NA,NA,5,57.73,9.232999922,1.779999971
540602_2015,Elodea canadensis,3,08/27/15,NA,810,NA,NA,NA,NA,NA,NA,7.99,NA,NA,17.8,NA,NA,NA,3,1,4,3,FALSE,TRUE,FALSE,FALSE,FALSE,5,80,NA,NA,10,NA,NA,5,57.73,9.232999922,1.779999971
540602_2015,Callitriche platycarpa,1,08/27/15,NA,810,NA,NA,NA,NA,NA,NA,7.99,NA,NA,17.8,NA,NA,NA,3,1,4,3,FALSE,TRUE,FALSE,FALSE,FALSE,5,80,NA,NA,10,NA,NA,5,57.73,9.232999922,1.779999971
540602_2015,Sparganium emersum,2,08/27/15,NA,810,NA,NA,NA,NA,NA,NA,7.99,NA,NA,17.8,NA,NA,NA,3,1,4,3,FALSE,TRUE,FALSE,FALSE,FALSE,5,80,NA,NA,10,NA,NA,5,57.73,9.232999922,1.779999971
540808_2015,Berula erecta,1,08/27/15,NA,890,NA,NA,NA,NA,NA,NA,7.5,NA,NA,18.8,NA,NA,Lowland,3,2,4,3,FALSE,TRUE,FALSE,FALSE,FALSE,NA,85,NA,NA,5,NA,NA,10,52.33,12.18799999,NA
540808_2015,Callitriche platycarpa,3,08/27/15,NA,890,NA,NA,NA,NA,NA,NA,7.5,NA,NA,18.8,NA,NA,Lowland,3,2,4,3,FALSE,TRUE,FALSE,FALSE,FALSE,NA,85,NA,NA,5,NA,NA,10,52.33,12.18799999,NA
540808_2015,Potamogeton crispus,4,08/27/15,NA,890,NA,NA,NA,NA,NA,NA,7.5,NA,NA,18.8,NA,NA,Lowland,3,2,4,3,FALSE,TRUE,FALSE,FALSE,FALSE,NA,85,NA,NA,5,NA,NA,10,52.33,12.18799999,NA
540808_2015,Potamogeton natans,1,08/27/15,NA,890,NA,NA,NA,NA,NA,NA,7.5,NA,NA,18.8,NA,NA,Lowland,3,2,4,3,FALSE,TRUE,FALSE,FALSE,FALSE,NA,85,NA,NA,5,NA,NA,10,52.33,12.18799999,NA
540808_2015,Sparganium erectum,1,08/27/15,NA,890,NA,NA,NA,NA,NA,NA,7.5,NA,NA,18.8,NA,NA,Lowland,3,2,4,3,FALSE,TRUE,FALSE,FALSE,FALSE,NA,85,NA,NA,5,NA,NA,10,52.33,12.18799999,NA
540900_2015,Lemna minor,1,08/27/15,NA,1229,NA,NA,NA,NA,NA,NA,8.005,NA,NA,17.7,NA,NA,Lowland,3,1,5,4,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,10,10,80,NA,52.8,8.287000025,0.089000002
540900_2015,Sparganium emersum,1,08/27/15,NA,1229,NA,NA,NA,NA,NA,NA,8.005,NA,NA,17.7,NA,NA,Lowland,3,1,5,4,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,10,10,80,NA,52.8,8.287000025,0.089000002
540900_2015,Sparganium emersum,2,08/27/15,NA,1229,NA,NA,NA,NA,NA,NA,8.005,NA,NA,17.7,NA,NA,Lowland,3,1,5,4,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,10,10,80,NA,52.8,8.287000025,0.089000002
540900_2015,Platyhypnidium riparioides,2,08/27/15,NA,1229,NA,NA,NA,NA,NA,NA,8.005,NA,NA,17.7,NA,NA,Lowland,3,1,5,4,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,10,10,80,NA,52.8,8.287000025,0.089000002
541400_2017,Potamogeton crispus,2,08/22/17,41,680,0.2,NA,NA,0.08,0.05,1.4,7.8,0.34,62,13.4,1.9,5.2,Lowland,3,1,3,2,FALSE,TRUE,FALSE,FALSE,FALSE,NA,90,NA,NA,5,NA,NA,5,69.25,9.648000458,NA
541400_2017,Alisma plantago-aquatica,1,08/22/17,41,680,0.2,NA,NA,0.08,0.05,1.4,7.8,0.34,62,13.4,1.9,5.2,Lowland,3,1,3,2,FALSE,TRUE,FALSE,FALSE,FALSE,NA,90,NA,NA,5,NA,NA,5,69.25,9.648000458,NA
541400_2017,Callitriche platycarpa,4,08/22/17,41,680,0.2,NA,NA,0.08,0.05,1.4,7.8,0.34,62,13.4,1.9,5.2,Lowland,3,1,3,2,FALSE,TRUE,FALSE,FALSE,FALSE,NA,90,NA,NA,5,NA,NA,5,69.25,9.648000458,NA
541400_2017,Myosotis scorpioides,2,08/22/17,41,680,0.2,NA,NA,0.08,0.05,1.4,7.8,0.34,62,13.4,1.9,5.2,Lowland,3,1,3,2,FALSE,TRUE,FALSE,FALSE,FALSE,NA,90,NA,NA,5,NA,NA,5,69.25,9.648000458,NA
541400_2017,Potamogeton natans,1,08/22/17,41,680,0.2,NA,NA,0.08,0.05,1.4,7.8,0.34,62,13.4,1.9,5.2,Lowland,3,1,3,2,FALSE,TRUE,FALSE,FALSE,FALSE,NA,90,NA,NA,5,NA,NA,5,69.25,9.648000458,NA
542106_2017,Berula erecta,1,08/24/17,50,740,0.099,NA,NA,0.05,0.02,5.6,8.2,0.18,62,14.2,5.7,2.3,Lowland,2,1,3,3,FALSE,TRUE,FALSE,FALSE,FALSE,NA,15,NA,NA,50,20,NA,15,68.75,12.07900005,NA
542106_2017,Callitriche platycarpa,3,08/24/17,50,740,0.099,NA,NA,0.05,0.02,5.6,8.2,0.18,62,14.2,5.7,2.3,Lowland,2,1,3,3,FALSE,TRUE,FALSE,FALSE,FALSE,NA,15,NA,NA,50,20,NA,15,68.75,12.07900005,NA
542106_2017,Nasturtium officinale,1,08/24/17,50,740,0.099,NA,NA,0.05,0.02,5.6,8.2,0.18,62,14.2,5.7,2.3,Lowland,2,1,3,3,FALSE,TRUE,FALSE,FALSE,FALSE,NA,15,NA,NA,50,20,NA,15,68.75,12.07900005,NA
543408_2015,Callitriche platycarpa,4,07/13/15,62,1000,0.94,NA,NA,0.11,0.033,5.35,7.47,0.272,134,17,5.7,7,Lowland,3,2,2,3,FALSE,FALSE,FALSE,TRUE,FALSE,NA,75,NA,NA,NA,25,NA,NA,45.06,8.052,NA
543408_2015,Nasturtium officinale,2,07/13/15,62,1000,0.94,NA,NA,0.11,0.033,5.35,7.47,0.272,134,17,5.7,7,Lowland,3,2,2,3,FALSE,FALSE,FALSE,TRUE,FALSE,NA,75,NA,NA,NA,25,NA,NA,45.06,8.052,NA
543408_2015,Platyhypnidium riparioides,1,07/13/15,62,1000,0.94,NA,NA,0.11,0.033,5.35,7.47,0.272,134,17,5.7,7,Lowland,3,2,2,3,FALSE,FALSE,FALSE,TRUE,FALSE,NA,75,NA,NA,NA,25,NA,NA,45.06,8.052,NA
543408_2015,Potamogeton crispus,5,07/13/15,62,1000,0.94,NA,NA,0.11,0.033,5.35,7.47,0.272,134,17,5.7,7,Lowland,3,2,2,3,FALSE,FALSE,FALSE,TRUE,FALSE,NA,75,NA,NA,NA,25,NA,NA,45.06,8.052,NA
543408_2015,Zannichellia palustris,3,07/13/15,62,1000,0.94,NA,NA,0.11,0.033,5.35,7.47,0.272,134,17,5.7,7,Lowland,3,2,2,3,FALSE,FALSE,FALSE,TRUE,FALSE,NA,75,NA,NA,NA,25,NA,NA,45.06,8.052,NA
543550_2015,Glyceria fluitans,5,07/13/15,7.5,1980,3.9,NA,NA,0.23,0.02,0.3,6.7,0.116,33,15.4,1.4,17.9,Lowland,1,1,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,100,44.79,3.408,NA
544840_2015,Berula erecta,1,07/21/15,38,580,0.11,NA,NA,0.072,0.036,2.8,7.51,0.072,64,15.8,3.2,2.8,Lowland,3,2,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,100,28.26,7.167,NA
